,Year,Month,Day,Hour,Minute,Second,Latitude,Longitude,Deep_Blue_Aerosol_Optical_Depth_550_Land,AOD_550_Dark_Target_Deep_Blue_Combined,AOD_550_Dark_Target_Deep_Blue_Combined_QA_Flag,Aerosol_Cloud_Fraction_Land,Image_Optical_Depth_Land_And_Ocean,Location
85,2017.0,4.0,6.0,8.0,0.0,10.0,28.59,77.24,0.9480000450275838,1.0940000519622117,3.0,0.3650000173365697,1.0940000519622117,Lodhi Road
25100,2017.0,1.0,20.0,7.0,34.0,44.0,28.63409996,77.20050049,0.30500001448672265,-9999.0,0.0,0.15700000745709985,0.36000001709908247,Mandir
25100,2017.0,1.0,20.0,7.0,34.0,44.0,28.637672,77.15714399999999,0.30500001448672265,-9999.0,0.0,0.15700000745709985,0.36000001709908247,Pusa
25100,2017.0,1.0,20.0,7.0,34.0,44.0,28.65169907,77.15809631,0.30500001448672265,-9999.0,0.0,0.15700000745709985,0.36000001709908247,Shadipur
25235,2017.0,1.0,20.0,7.0,34.0,45.0,28.66830063,77.11669922,0.3260000154841691,-9999.0,0.0,0.025000001187436283,0.2850000135367736,Punjabi Bagh
24965,2017.0,1.0,20.0,7.0,34.0,42.0,28.56,77.094,0.4150000197114423,-9999.0,0.0,0.25200001196935773,0.5290000251261517,IGI Airport
25101,2017.0,1.0,20.0,7.0,34.0,44.0,28.590999600000004,77.05000305,0.3780000179540366,-9999.0,0.0,0.3620000171940774,0.3160000150091946,NSIT Dwarka
24830,2017.0,1.0,20.0,7.0,34.0,41.0,28.48,77.13,0.4270000202814117,-9999.0,0.0,0.06700000318232924,0.42200002004392445,Aya Nagar
24965,2017.0,1.0,20.0,7.0,34.0,42.0,28.55,77.28,0.4150000197114423,-9999.0,0.0,0.25200001196935773,0.5290000251261517,CRRI Mathura
24965,2017.0,1.0,20.0,7.0,34.0,42.0,28.56480026,77.17440033,0.4150000197114423,-9999.0,0.0,0.25200001196935773,0.5290000251261517,R K Puram
24965,2017.0,1.0,20.0,7.0,34.0,42.0,28.54965,77.21215,0.4150000197114423,-9999.0,0.0,0.25200001196935773,0.5290000251261517,Sirifort
25100,2017.0,1.0,20.0,7.0,34.0,44.0,28.63575935,77.22444916,0.30500001448672265,-9999.0,0.0,0.15700000745709985,0.36000001709908247,US Diplomatic Post: New Delhi
25100,2017.0,1.0,20.0,7.0,34.0,44.0,28.62350082,77.24939728,0.30500001448672265,-9999.0,0.0,0.15700000745709985,0.36000001709908247,ITO
24965,2017.0,1.0,20.0,7.0,34.0,42.0,28.59,77.24,0.4150000197114423,-9999.0,0.0,0.25200001196935773,0.5290000251261517,Lodhi Road
834,2017.0,4.0,9.0,8.0,30.0,19.0,28.63409996,77.20050049,0.30900001467671245,-9999.0,0.0,0.3650000173365697,0.2830000134417787,Mandir
834,2017.0,4.0,9.0,8.0,30.0,19.0,28.637672,77.15714399999999,0.30900001467671245,-9999.0,0.0,0.3650000173365697,0.2830000134417787,Pusa
834,2017.0,4.0,9.0,8.0,30.0,19.0,28.65169907,77.15809631,0.30900001467671245,-9999.0,0.0,0.3650000173365697,0.2830000134417787,Shadipur
834,2017.0,4.0,9.0,8.0,30.0,19.0,28.66830063,77.11669922,0.30900001467671245,-9999.0,0.0,0.3650000173365697,0.2830000134417787,Punjabi Bagh
700,2017.0,4.0,9.0,8.0,30.0,17.0,28.56,77.094,0.35600001690909266,-9999.0,0.0,0.5470000259811059,0.27200001291930676,IGI Airport
700,2017.0,4.0,9.0,8.0,30.0,17.0,28.590999600000004,77.05000305,0.35600001690909266,-9999.0,0.0,0.5470000259811059,0.27200001291930676,NSIT Dwarka
564,2017.0,4.0,9.0,8.0,30.0,16.0,28.48,77.13,0.25200001196935773,0.25200001196935773,3.0,0.4440000210888684,-9999.0,Aya Nagar
698,2017.0,4.0,9.0,8.0,30.0,17.0,28.55,77.28,0.21200001006945968,-9999.0,0.0,0.2940000139642507,0.3260000154841691,CRRI Mathura
699,2017.0,4.0,9.0,8.0,30.0,17.0,28.56480026,77.17440033,0.19600000930950046,0.19600000930950046,3.0,0.4020000190939754,0.2280000108294189,R K Puram
699,2017.0,4.0,9.0,8.0,30.0,17.0,28.54965,77.21215,0.19600000930950046,0.19600000930950046,3.0,0.4020000190939754,0.2280000108294189,Sirifort
834,2017.0,4.0,9.0,8.0,30.0,19.0,28.63575935,77.22444916,0.30900001467671245,-9999.0,0.0,0.3650000173365697,0.2830000134417787,US Diplomatic Post: New Delhi
698,2017.0,4.0,9.0,8.0,30.0,17.0,28.62350082,77.24939728,0.21200001006945968,-9999.0,0.0,0.2940000139642507,0.3260000154841691,ITO
699,2017.0,4.0,9.0,8.0,30.0,17.0,28.59,77.24,0.19600000930950046,0.19600000930950046,3.0,0.4020000190939754,0.2280000108294189,Lodhi Road
134,2017.0,5.0,29.0,6.0,40.0,10.0,28.63409996,77.20050049,-9999.0,-9999.0,0.0,0.9320000442676246,-9999.0,Mandir
134,2017.0,5.0,29.0,6.0,40.0,10.0,28.637672,77.15714399999999,-9999.0,-9999.0,0.0,0.9320000442676246,-9999.0,Pusa
134,2017.0,5.0,29.0,6.0,40.0,10.0,28.65169907,77.15809631,-9999.0,-9999.0,0.0,0.9320000442676246,-9999.0,Shadipur
134,2017.0,5.0,29.0,6.0,40.0,10.0,28.66830063,77.11669922,-9999.0,-9999.0,0.0,0.9320000442676246,-9999.0,Punjabi Bagh
134,2017.0,5.0,29.0,6.0,40.0,10.0,28.56,77.094,-9999.0,-9999.0,0.0,0.9320000442676246,-9999.0,IGI Airport
134,2017.0,5.0,29.0,6.0,40.0,10.0,28.590999600000004,77.05000305,-9999.0,-9999.0,0.0,0.9320000442676246,-9999.0,NSIT Dwarka
134,2017.0,5.0,29.0,6.0,40.0,10.0,28.48,77.13,-9999.0,-9999.0,0.0,0.9320000442676246,-9999.0,Aya Nagar
134,2017.0,5.0,29.0,6.0,40.0,10.0,28.55,77.28,-9999.0,-9999.0,0.0,0.9320000442676246,-9999.0,CRRI Mathura
134,2017.0,5.0,29.0,6.0,40.0,10.0,28.56480026,77.17440033,-9999.0,-9999.0,0.0,0.9320000442676246,-9999.0,R K Puram
134,2017.0,5.0,29.0,6.0,40.0,10.0,28.54965,77.21215,-9999.0,-9999.0,0.0,0.9320000442676246,-9999.0,Sirifort
134,2017.0,5.0,29.0,6.0,40.0,10.0,28.63575935,77.22444916,-9999.0,-9999.0,0.0,0.9320000442676246,-9999.0,US Diplomatic Post: New Delhi
134,2017.0,5.0,29.0,6.0,40.0,10.0,28.62350082,77.24939728,-9999.0,-9999.0,0.0,0.9320000442676246,-9999.0,ITO
134,2017.0,5.0,29.0,6.0,40.0,10.0,28.59,77.24,-9999.0,-9999.0,0.0,0.9320000442676246,-9999.0,Lodhi Road
10394,2017.0,4.0,25.0,6.0,52.0,2.0,28.63409996,77.20050049,-9999.0,-9999.0,0.0,1.0000000474974513,-9999.0,Mandir
10394,2017.0,4.0,25.0,6.0,52.0,2.0,28.637672,77.15714399999999,-9999.0,-9999.0,0.0,1.0000000474974513,-9999.0,Pusa
10394,2017.0,4.0,25.0,6.0,52.0,2.0,28.65169907,77.15809631,-9999.0,-9999.0,0.0,1.0000000474974513,-9999.0,Shadipur
10394,2017.0,4.0,25.0,6.0,52.0,2.0,28.66830063,77.11669922,-9999.0,-9999.0,0.0,1.0000000474974513,-9999.0,Punjabi Bagh
10259,2017.0,4.0,25.0,6.0,52.0,0.0,28.56,77.094,-9999.0,-9999.0,0.0,1.0000000474974513,-9999.0,IGI Airport
10259,2017.0,4.0,25.0,6.0,52.0,0.0,28.590999600000004,77.05000305,-9999.0,-9999.0,0.0,1.0000000474974513,-9999.0,NSIT Dwarka
10124,2017.0,4.0,25.0,6.0,51.0,59.0,28.48,77.13,-9999.0,-9999.0,0.0,1.0000000474974513,-9999.0,Aya Nagar
10259,2017.0,4.0,25.0,6.0,52.0,0.0,28.55,77.28,-9999.0,-9999.0,0.0,1.0000000474974513,-9999.0,CRRI Mathura
10259,2017.0,4.0,25.0,6.0,52.0,0.0,28.56480026,77.17440033,-9999.0,-9999.0,0.0,1.0000000474974513,-9999.0,R K Puram
10259,2017.0,4.0,25.0,6.0,52.0,0.0,28.54965,77.21215,-9999.0,-9999.0,0.0,1.0000000474974513,-9999.0,Sirifort
10394,2017.0,4.0,25.0,6.0,52.0,2.0,28.63575935,77.22444916,-9999.0,-9999.0,0.0,1.0000000474974513,-9999.0,US Diplomatic Post: New Delhi
10394,2017.0,4.0,25.0,6.0,52.0,2.0,28.62350082,77.24939728,-9999.0,-9999.0,0.0,1.0000000474974513,-9999.0,ITO
10259,2017.0,4.0,25.0,6.0,52.0,0.0,28.59,77.24,-9999.0,-9999.0,0.0,1.0000000474974513,-9999.0,Lodhi Road
5384,2017.0,5.0,3.0,7.0,41.0,7.0,28.63409996,77.20050049,-9999.0,-9999.0,0.0,0.8600000408478081,-9999.0,Mandir
5384,2017.0,5.0,3.0,7.0,41.0,7.0,28.637672,77.15714399999999,-9999.0,-9999.0,0.0,0.8600000408478081,-9999.0,Pusa
5519,2017.0,5.0,3.0,7.0,41.0,9.0,28.65169907,77.15809631,-9999.0,-9999.0,0.0,0.7970000378554687,-9999.0,Shadipur
5519,2017.0,5.0,3.0,7.0,41.0,9.0,28.66830063,77.11669922,-9999.0,-9999.0,0.0,0.7970000378554687,-9999.0,Punjabi Bagh
5384,2017.0,5.0,3.0,7.0,41.0,7.0,28.56,77.094,-9999.0,-9999.0,0.0,0.8600000408478081,-9999.0,IGI Airport
5385,2017.0,5.0,3.0,7.0,41.0,7.0,28.590999600000004,77.05000305,0.6910000328207389,-9999.0,0.0,0.1150000054622069,0.8960000425577164,NSIT Dwarka
5249,2017.0,5.0,3.0,7.0,41.0,6.0,28.48,77.13,0.9990000474499539,-9999.0,0.0,0.7770000369055197,-9999.0,Aya Nagar
5249,2017.0,5.0,3.0,7.0,41.0,6.0,28.55,77.28,0.9990000474499539,-9999.0,0.0,0.7770000369055197,-9999.0,CRRI Mathura
5384,2017.0,5.0,3.0,7.0,41.0,7.0,28.56480026,77.17440033,-9999.0,-9999.0,0.0,0.8600000408478081,-9999.0,R K Puram
5249,2017.0,5.0,3.0,7.0,41.0,6.0,28.54965,77.21215,0.9990000474499539,-9999.0,0.0,0.7770000369055197,-9999.0,Sirifort
5384,2017.0,5.0,3.0,7.0,41.0,7.0,28.63575935,77.22444916,-9999.0,-9999.0,0.0,0.8600000408478081,-9999.0,US Diplomatic Post: New Delhi
5384,2017.0,5.0,3.0,7.0,41.0,7.0,28.62350082,77.24939728,-9999.0,-9999.0,0.0,0.8600000408478081,-9999.0,ITO
5384,2017.0,5.0,3.0,7.0,41.0,7.0,28.59,77.24,-9999.0,-9999.0,0.0,0.8600000408478081,-9999.0,Lodhi Road
1619,2017.0,5.0,16.0,7.0,10.0,26.0,28.63409996,77.20050049,0.6600000313483179,0.9330000443151221,3.0,0.0,0.9330000443151221,Mandir
1619,2017.0,5.0,16.0,7.0,10.0,26.0,28.637672,77.15714399999999,0.6600000313483179,0.9330000443151221,3.0,0.0,0.9330000443151221,Pusa
1754,2017.0,5.0,16.0,7.0,10.0,28.0,28.65169907,77.15809631,0.6220000295434147,0.9200000436976552,3.0,0.0,0.9200000436976552,Shadipur
1754,2017.0,5.0,16.0,7.0,10.0,28.0,28.66830063,77.11669922,0.6220000295434147,0.9200000436976552,3.0,0.0,0.9200000436976552,Punjabi Bagh
1619,2017.0,5.0,16.0,7.0,10.0,26.0,28.56,77.094,0.6600000313483179,0.9330000443151221,3.0,0.0,0.9330000443151221,IGI Airport
1619,2017.0,5.0,16.0,7.0,10.0,26.0,28.590999600000004,77.05000305,0.6600000313483179,0.9330000443151221,3.0,0.0,0.9330000443151221,NSIT Dwarka
1484,2017.0,5.0,16.0,7.0,10.0,25.0,28.48,77.13,0.5840000277385116,0.8500000403728336,3.0,0.0,0.8500000403728336,Aya Nagar
1484,2017.0,5.0,16.0,7.0,10.0,25.0,28.55,77.28,0.5840000277385116,0.8500000403728336,3.0,0.0,0.8500000403728336,CRRI Mathura
1619,2017.0,5.0,16.0,7.0,10.0,26.0,28.56480026,77.17440033,0.6600000313483179,0.9330000443151221,3.0,0.0,0.9330000443151221,R K Puram
1484,2017.0,5.0,16.0,7.0,10.0,25.0,28.54965,77.21215,0.5840000277385116,0.8500000403728336,3.0,0.0,0.8500000403728336,Sirifort
1619,2017.0,5.0,16.0,7.0,10.0,26.0,28.63575935,77.22444916,0.6600000313483179,0.9330000443151221,3.0,0.0,0.9330000443151221,US Diplomatic Post: New Delhi
1619,2017.0,5.0,16.0,7.0,10.0,26.0,28.62350082,77.24939728,0.6600000313483179,0.9330000443151221,3.0,0.0,0.9330000443151221,ITO
1619,2017.0,5.0,16.0,7.0,10.0,26.0,28.59,77.24,0.6600000313483179,0.9330000443151221,3.0,0.0,0.9330000443151221,Lodhi Road
19165,2017.0,9.0,26.0,7.0,28.0,38.0,28.63409996,77.20050049,0.5360000254586339,0.7190000341506675,3.0,0.17700000840704888,0.7190000341506675,Mandir
19165,2017.0,9.0,26.0,7.0,28.0,38.0,28.637672,77.15714399999999,0.5360000254586339,0.7190000341506675,3.0,0.17700000840704888,0.7190000341506675,Pusa
19165,2017.0,9.0,26.0,7.0,28.0,38.0,28.65169907,77.15809631,0.5360000254586339,0.7190000341506675,3.0,0.17700000840704888,0.7190000341506675,Shadipur
19165,2017.0,9.0,26.0,7.0,28.0,38.0,28.66830063,77.11669922,0.5360000254586339,0.7190000341506675,3.0,0.17700000840704888,0.7190000341506675,Punjabi Bagh
19165,2017.0,9.0,26.0,7.0,28.0,38.0,28.56,77.094,0.5360000254586339,0.7190000341506675,3.0,0.17700000840704888,0.7190000341506675,IGI Airport
19165,2017.0,9.0,26.0,7.0,28.0,38.0,28.590999600000004,77.05000305,0.5360000254586339,0.7190000341506675,3.0,0.17700000840704888,0.7190000341506675,NSIT Dwarka
19030,2017.0,9.0,26.0,7.0,28.0,37.0,28.48,77.13,0.48800002317875624,0.6860000325832516,3.0,0.3350000159116462,0.6860000325832516,Aya Nagar
19030,2017.0,9.0,26.0,7.0,28.0,37.0,28.55,77.28,0.48800002317875624,0.6860000325832516,3.0,0.3350000159116462,0.6860000325832516,CRRI Mathura
19030,2017.0,9.0,26.0,7.0,28.0,37.0,28.56480026,77.17440033,0.48800002317875624,0.6860000325832516,3.0,0.3350000159116462,0.6860000325832516,R K Puram
19030,2017.0,9.0,26.0,7.0,28.0,37.0,28.54965,77.21215,0.48800002317875624,0.6860000325832516,3.0,0.3350000159116462,0.6860000325832516,Sirifort
19165,2017.0,9.0,26.0,7.0,28.0,38.0,28.63575935,77.22444916,0.5360000254586339,0.7190000341506675,3.0,0.17700000840704888,0.7190000341506675,US Diplomatic Post: New Delhi
19165,2017.0,9.0,26.0,7.0,28.0,38.0,28.62350082,77.24939728,0.5360000254586339,0.7190000341506675,3.0,0.17700000840704888,0.7190000341506675,ITO
19030,2017.0,9.0,26.0,7.0,28.0,37.0,28.59,77.24,0.48800002317875624,0.6860000325832516,3.0,0.3350000159116462,0.6860000325832516,Lodhi Road
81,2017.0,6.0,9.0,8.0,0.0,10.0,28.63409996,77.20050049,-9999.0,-9999.0,0.0,1.0000000474974513,-9999.0,Mandir
82,2017.0,6.0,9.0,8.0,0.0,10.0,28.637672,77.15714399999999,-9999.0,-9999.0,0.0,1.0000000474974513,-9999.0,Pusa
82,2017.0,6.0,9.0,8.0,0.0,10.0,28.65169907,77.15809631,-9999.0,-9999.0,0.0,1.0000000474974513,-9999.0,Shadipur
82,2017.0,6.0,9.0,8.0,0.0,10.0,28.66830063,77.11669922,-9999.0,-9999.0,0.0,1.0000000474974513,-9999.0,Punjabi Bagh
82,2017.0,6.0,9.0,8.0,0.0,10.0,28.56,77.094,-9999.0,-9999.0,0.0,1.0000000474974513,-9999.0,IGI Airport
83,2017.0,6.0,9.0,8.0,0.0,10.0,28.590999600000004,77.05000305,-9999.0,-9999.0,0.0,0.975000046310015,-9999.0,NSIT Dwarka
82,2017.0,6.0,9.0,8.0,0.0,10.0,28.48,77.13,-9999.0,-9999.0,0.0,1.0000000474974513,-9999.0,Aya Nagar
81,2017.0,6.0,9.0,8.0,0.0,10.0,28.55,77.28,-9999.0,-9999.0,0.0,1.0000000474974513,-9999.0,CRRI Mathura
82,2017.0,6.0,9.0,8.0,0.0,10.0,28.56480026,77.17440033,-9999.0,-9999.0,0.0,1.0000000474974513,-9999.0,R K Puram
81,2017.0,6.0,9.0,8.0,0.0,10.0,28.54965,77.21215,-9999.0,-9999.0,0.0,1.0000000474974513,-9999.0,Sirifort
81,2017.0,6.0,9.0,8.0,0.0,10.0,28.63575935,77.22444916,-9999.0,-9999.0,0.0,1.0000000474974513,-9999.0,US Diplomatic Post: New Delhi
81,2017.0,6.0,9.0,8.0,0.0,10.0,28.62350082,77.24939728,-9999.0,-9999.0,0.0,1.0000000474974513,-9999.0,ITO
81,2017.0,6.0,9.0,8.0,0.0,10.0,28.59,77.24,-9999.0,-9999.0,0.0,1.0000000474974513,-9999.0,Lodhi Road
25910,2017.0,6.0,13.0,7.0,34.0,51.0,28.63409996,77.20050049,0.16400000778958201,0.4350000206613913,3.0,0.017000000807456672,0.7060000335332006,Mandir
26045,2017.0,6.0,13.0,7.0,34.0,53.0,28.637672,77.15714399999999,0.22900001087691635,0.4440000210888684,3.0,0.0,0.6600000313483179,Pusa
26045,2017.0,6.0,13.0,7.0,34.0,53.0,28.65169907,77.15809631,0.22900001087691635,0.4440000210888684,3.0,0.0,0.6600000313483179,Shadipur
26045,2017.0,6.0,13.0,7.0,34.0,53.0,28.66830063,77.11669922,0.22900001087691635,0.4440000210888684,3.0,0.0,0.6600000313483179,Punjabi Bagh
25911,2017.0,6.0,13.0,7.0,34.0,51.0,28.56,77.094,0.5560000264085829,0.5560000264085829,2.0,0.035000001662410796,0.8340000396128744,IGI Airport
25911,2017.0,6.0,13.0,7.0,34.0,51.0,28.590999600000004,77.05000305,0.5560000264085829,0.5560000264085829,2.0,0.035000001662410796,0.8340000396128744,NSIT Dwarka
25775,2017.0,6.0,13.0,7.0,34.0,50.0,28.48,77.13,0.11200000531971455,0.6420000304933637,3.0,0.05200000246986747,0.6420000304933637,Aya Nagar
25775,2017.0,6.0,13.0,7.0,34.0,50.0,28.55,77.28,0.11200000531971455,0.6420000304933637,3.0,0.05200000246986747,0.6420000304933637,CRRI Mathura
25910,2017.0,6.0,13.0,7.0,34.0,51.0,28.56480026,77.17440033,0.16400000778958201,0.4350000206613913,3.0,0.017000000807456672,0.7060000335332006,R K Puram
25910,2017.0,6.0,13.0,7.0,34.0,51.0,28.54965,77.21215,0.16400000778958201,0.4350000206613913,3.0,0.017000000807456672,0.7060000335332006,Sirifort
25910,2017.0,6.0,13.0,7.0,34.0,51.0,28.63575935,77.22444916,0.16400000778958201,0.4350000206613913,3.0,0.017000000807456672,0.7060000335332006,US Diplomatic Post: New Delhi
25910,2017.0,6.0,13.0,7.0,34.0,51.0,28.62350082,77.24939728,0.16400000778958201,0.4350000206613913,3.0,0.017000000807456672,0.7060000335332006,ITO
25910,2017.0,6.0,13.0,7.0,34.0,51.0,28.59,77.24,0.16400000778958201,0.4350000206613913,3.0,0.017000000807456672,0.7060000335332006,Lodhi Road
4169,2017.0,1.0,27.0,7.0,40.0,54.0,28.63409996,77.20050049,-9999.0,-9999.0,0.0,0.9870000468799844,-9999.0,Mandir
4169,2017.0,1.0,27.0,7.0,40.0,54.0,28.637672,77.15714399999999,-9999.0,-9999.0,0.0,0.9870000468799844,-9999.0,Pusa
4169,2017.0,1.0,27.0,7.0,40.0,54.0,28.65169907,77.15809631,-9999.0,-9999.0,0.0,0.9870000468799844,-9999.0,Shadipur
4304,2017.0,1.0,27.0,7.0,40.0,55.0,28.66830063,77.11669922,-9999.0,-9999.0,0.0,0.9590000455500558,-9999.0,Punjabi Bagh
4034,2017.0,1.0,27.0,7.0,40.0,52.0,28.56,77.094,-9999.0,-9999.0,0.0,0.9590000455500558,-9999.0,IGI Airport
4170,2017.0,1.0,27.0,7.0,40.0,54.0,28.590999600000004,77.05000305,-9999.0,-9999.0,0.0,0.8970000426052138,-9999.0,NSIT Dwarka
3899,2017.0,1.0,27.0,7.0,40.0,51.0,28.48,77.13,-9999.0,-9999.0,0.0,0.9590000455500558,-9999.0,Aya Nagar
4034,2017.0,1.0,27.0,7.0,40.0,52.0,28.55,77.28,-9999.0,-9999.0,0.0,0.9590000455500558,-9999.0,CRRI Mathura
4034,2017.0,1.0,27.0,7.0,40.0,52.0,28.56480026,77.17440033,-9999.0,-9999.0,0.0,0.9590000455500558,-9999.0,R K Puram
4034,2017.0,1.0,27.0,7.0,40.0,52.0,28.54965,77.21215,-9999.0,-9999.0,0.0,0.9590000455500558,-9999.0,Sirifort
4169,2017.0,1.0,27.0,7.0,40.0,54.0,28.63575935,77.22444916,-9999.0,-9999.0,0.0,0.9870000468799844,-9999.0,US Diplomatic Post: New Delhi
4169,2017.0,1.0,27.0,7.0,40.0,54.0,28.62350082,77.24939728,-9999.0,-9999.0,0.0,0.9870000468799844,-9999.0,ITO
4034,2017.0,1.0,27.0,7.0,40.0,52.0,28.59,77.24,-9999.0,-9999.0,0.0,0.9590000455500558,-9999.0,Lodhi Road
13094,2017.0,7.0,17.0,7.0,22.0,31.0,28.63409996,77.20050049,-9999.0,-9999.0,0.0,1.0000000474974513,-9999.0,Mandir
13094,2017.0,7.0,17.0,7.0,22.0,31.0,28.637672,77.15714399999999,-9999.0,-9999.0,0.0,1.0000000474974513,-9999.0,Pusa
13094,2017.0,7.0,17.0,7.0,22.0,31.0,28.65169907,77.15809631,-9999.0,-9999.0,0.0,1.0000000474974513,-9999.0,Shadipur
13094,2017.0,7.0,17.0,7.0,22.0,31.0,28.66830063,77.11669922,-9999.0,-9999.0,0.0,1.0000000474974513,-9999.0,Punjabi Bagh
12959,2017.0,7.0,17.0,7.0,22.0,30.0,28.56,77.094,-9999.0,-9999.0,0.0,1.0000000474974513,-9999.0,IGI Airport
12959,2017.0,7.0,17.0,7.0,22.0,30.0,28.590999600000004,77.05000305,-9999.0,-9999.0,0.0,1.0000000474974513,-9999.0,NSIT Dwarka
12824,2017.0,7.0,17.0,7.0,22.0,28.0,28.48,77.13,-9999.0,-9999.0,0.0,1.0000000474974513,-9999.0,Aya Nagar
12959,2017.0,7.0,17.0,7.0,22.0,30.0,28.55,77.28,-9999.0,-9999.0,0.0,1.0000000474974513,-9999.0,CRRI Mathura
12959,2017.0,7.0,17.0,7.0,22.0,30.0,28.56480026,77.17440033,-9999.0,-9999.0,0.0,1.0000000474974513,-9999.0,R K Puram
12959,2017.0,7.0,17.0,7.0,22.0,30.0,28.54965,77.21215,-9999.0,-9999.0,0.0,1.0000000474974513,-9999.0,Sirifort
13094,2017.0,7.0,17.0,7.0,22.0,31.0,28.63575935,77.22444916,-9999.0,-9999.0,0.0,1.0000000474974513,-9999.0,US Diplomatic Post: New Delhi
13094,2017.0,7.0,17.0,7.0,22.0,31.0,28.62350082,77.24939728,-9999.0,-9999.0,0.0,1.0000000474974513,-9999.0,ITO
12959,2017.0,7.0,17.0,7.0,22.0,30.0,28.59,77.24,-9999.0,-9999.0,0.0,1.0000000474974513,-9999.0,Lodhi Road
24436,2017.0,5.0,7.0,8.0,54.0,36.0,28.63409996,77.20050049,0.5260000249836594,0.6130000291159377,3.0,0.0,0.7000000332482159,Mandir
24436,2017.0,5.0,7.0,8.0,54.0,36.0,28.637672,77.15714399999999,0.5260000249836594,0.6130000291159377,3.0,0.0,0.7000000332482159,Pusa
24436,2017.0,5.0,7.0,8.0,54.0,36.0,28.65169907,77.15809631,0.5260000249836594,0.6130000291159377,3.0,0.0,0.7000000332482159,Shadipur
24571,2017.0,5.0,7.0,8.0,54.0,38.0,28.66830063,77.11669922,0.5640000267885625,0.5640000267885625,3.0,0.0,0.4460000211838633,Punjabi Bagh
24436,2017.0,5.0,7.0,8.0,54.0,36.0,28.56,77.094,0.5260000249836594,0.6130000291159377,3.0,0.0,0.7000000332482159,IGI Airport
24436,2017.0,5.0,7.0,8.0,54.0,36.0,28.590999600000004,77.05000305,0.5260000249836594,0.6130000291159377,3.0,0.0,0.7000000332482159,NSIT Dwarka
24301,2017.0,5.0,7.0,8.0,54.0,35.0,28.48,77.13,0.48400002298876643,0.4990000237012282,3.0,0.0,0.51400002441369,Aya Nagar
24301,2017.0,5.0,7.0,8.0,54.0,35.0,28.55,77.28,0.48400002298876643,0.4990000237012282,3.0,0.0,0.51400002441369,CRRI Mathura
24301,2017.0,5.0,7.0,8.0,54.0,35.0,28.56480026,77.17440033,0.48400002298876643,0.4990000237012282,3.0,0.0,0.51400002441369,R K Puram
24301,2017.0,5.0,7.0,8.0,54.0,35.0,28.54965,77.21215,0.48400002298876643,0.4990000237012282,3.0,0.0,0.51400002441369,Sirifort
24436,2017.0,5.0,7.0,8.0,54.0,36.0,28.63575935,77.22444916,0.5260000249836594,0.6130000291159377,3.0,0.0,0.7000000332482159,US Diplomatic Post: New Delhi
24436,2017.0,5.0,7.0,8.0,54.0,36.0,28.62350082,77.24939728,0.5260000249836594,0.6130000291159377,3.0,0.0,0.7000000332482159,ITO
24436,2017.0,5.0,7.0,8.0,54.0,36.0,28.59,77.24,0.5260000249836594,0.6130000291159377,3.0,0.0,0.7000000332482159,Lodhi Road
