,Year,Month,Day,Hour,Minute,Second,Latitude,Longitude,Optical_Depth_Land_And_Ocean,Image_Optical_Depth_Land_And_Ocean,Land_sea_Flag,Land_Ocean_Quality_Flag,Location
59586,2016.0,6.0,16.0,8.0,36.0,7.0,28.688812,77.20727099999999,1.2310000584693626,1.2310000584693626,1.0,3.0,"North Campus, DU, New Delhi - IMD"
57330,2016.0,6.0,16.0,8.0,36.0,5.0,28.535763,77.276433,1.1550000548595563,1.1550000548595563,1.0,3.0,"Okhla Phase-2, Delhi - DPCC"
58232,2016.0,6.0,16.0,8.0,36.0,7.0,28.619988,77.292355,1.1890000564744696,1.1890000564744696,1.0,3.0,"Patparganj, Delhi - DPCC"
60038,2016.0,6.0,16.0,8.0,36.0,8.0,28.6683,77.1167,1.3970000663539395,1.3970000663539395,1.0,3.0,"Punjabi Bagh, Delhi - DPCC"
59136,2016.0,6.0,16.0,8.0,36.0,7.0,28.637672,77.15714399999999,1.2150000577094033,1.2150000577094033,1.0,3.0,"Pusa, New Delhi - IMD"
57783,2016.0,6.0,16.0,8.0,36.0,5.0,28.5648,77.1744,1.117000053054653,1.117000053054653,1.0,3.0,"R K Puram, New Delhi - DPCC"
60941,2016.0,6.0,16.0,8.0,36.0,8.0,28.749471999999997,77.056533,-9999.0,0.9810000465949997,1.0,0.0,"Rohini, Delhi - DPCC"
59136,2016.0,6.0,16.0,8.0,36.0,7.0,28.651558,77.158194,1.2150000577094033,1.2150000577094033,1.0,3.0,"Shadipur, New Delhi - CPCB"
57331,2016.0,6.0,16.0,8.0,36.0,5.0,28.54965,77.21215,1.1570000549545512,1.1570000549545512,1.0,3.0,"Sirifort, New Delhi - CPCB"
60487,2016.0,6.0,16.0,8.0,36.0,8.0,28.733247,77.249589,-9999.0,1.0800000512972474,2.0,0.0,"Sonia Vihar, Delhi - DPCC"
59133,2016.0,6.0,16.0,8.0,36.0,7.0,28.671246000000004,77.317654,-9999.0,-9999.0,1.0,-9999.0,"Vivek Vihar, Delhi - DPCC"
59587,2016.0,6.0,16.0,8.0,36.0,7.0,28.700217,77.16379,1.3150000624591485,1.3150000624591485,1.0,3.0,"Wazirpur, Delhi - DPCC"
306483,1992.0,12.0,31.0,23.0,59.0,59.0,28.6508,77.3152,-9999.0,-9999.0,1.0,-9999.0,"Anand Vihar, Delhi - DPCC"
306488,1992.0,12.0,31.0,23.0,59.0,59.0,28.688454999999998,77.17575,0.8800000417977571,0.8800000417977571,1.0,3.0,"Ashok Vihar, Delhi - DPCC"
306489,1992.0,12.0,31.0,23.0,59.0,59.0,28.48,77.13,-9999.0,-9999.0,1.0,-9999.0,"Aya Nagar, New Delhi - IMD"
306487,1992.0,12.0,31.0,23.0,59.0,59.0,28.72835,77.197484,0.8510000404203311,0.8510000404203311,1.0,3.0,"Burari Crossing, New Delhi - IMD"
306484,1992.0,12.0,31.0,23.0,59.0,59.0,28.55,77.28,0.8710000413702801,0.8710000413702801,1.0,3.0,"CRRI Mathura Road, New Delhi - IMD"
306490,1992.0,12.0,31.0,23.0,59.0,59.0,28.7504,77.11717,1.3130000623641536,1.3130000623641536,1.0,3.0,"DTU, New Delhi - CPCB"
306485,1992.0,12.0,31.0,23.0,59.0,59.0,28.499727000000004,77.267095,-9999.0,-9999.0,1.0,-9999.0,"Dr. Karni Singh Shooting Range, Delhi - DPCC†"
306491,1992.0,12.0,31.0,23.0,59.0,59.0,28.572038,77.070837,-9999.0,-9999.0,1.0,-9999.0,"Dwarka-Sector 8, Delhi - DPCC"
306484,1992.0,12.0,31.0,23.0,59.0,59.0,28.655602000000002,77.294687,0.8710000413702801,0.8710000413702801,1.0,3.0,"East Arjun Nagar, Delhi - CPCB"
306490,1992.0,12.0,31.0,23.0,59.0,59.0,28.56,77.094,1.3130000623641536,1.3130000623641536,1.0,3.0,"IGI Airport Terminal - 3, New Delhi - IMD"
306484,1992.0,12.0,31.0,23.0,59.0,59.0,28.68255,77.30512,0.8710000413702801,0.8710000413702801,1.0,3.0,"IHBAS, Dilshad Garden,New Delhi - CPCB"
306486,1992.0,12.0,31.0,23.0,59.0,59.0,28.624059999999997,77.2411,-9999.0,-9999.0,1.0,-9999.0,"ITO, New Delhi - CPCB"
306488,1992.0,12.0,31.0,23.0,59.0,59.0,28.725833,77.162752,0.8800000417977571,0.8800000417977571,1.0,3.0,"Jahangirpuri, Delhi - DPCC"
306486,1992.0,12.0,31.0,23.0,59.0,59.0,28.582846000000004,77.23436600000001,-9999.0,-9999.0,1.0,-9999.0,"Jawaharlal Nehru Stadium, Delhi - DPCC"
306486,1992.0,12.0,31.0,23.0,59.0,59.0,28.59,77.24,-9999.0,-9999.0,1.0,-9999.0,"Lodhi Road, New Delhi - IMD"
306486,1992.0,12.0,31.0,23.0,59.0,59.0,28.612441999999998,77.23727199999999,-9999.0,-9999.0,1.0,-9999.0,"Major Dhyan Chand National Stadium, Delhi - DPCC"
306487,1992.0,12.0,31.0,23.0,59.0,59.0,28.6341,77.2005,0.8510000404203311,0.8510000404203311,1.0,3.0,"Mandir Marg, New Delhi - DPCC"
306492,1992.0,12.0,31.0,23.0,59.0,59.0,28.608052,77.036187,0.9780000464525074,0.9780000464525074,1.0,3.0,"NSIT Dwarka, New Delhi - CPCB"
306494,1992.0,12.0,31.0,23.0,59.0,59.0,28.609013,76.985453,-9999.0,-9999.0,1.0,-9999.0,"Najafgarh, Delhi - DPCC"
306490,1992.0,12.0,31.0,23.0,59.0,59.0,28.853959999999997,77.09178399999999,1.3130000623641536,1.3130000623641536,1.0,3.0,"Narela, Delhi - DPCC"
306485,1992.0,12.0,31.0,23.0,59.0,59.0,28.563867,77.26080999999999,-9999.0,-9999.0,1.0,-9999.0,"Nehru Nagar, Delhi - DPCC"
306487,1992.0,12.0,31.0,23.0,59.0,59.0,28.688812,77.20727099999999,0.8510000404203311,0.8510000404203311,1.0,3.0,"North Campus, DU, New Delhi - IMD"
306484,1992.0,12.0,31.0,23.0,59.0,59.0,28.535763,77.276433,0.8710000413702801,0.8710000413702801,1.0,3.0,"Okhla Phase-2, Delhi - DPCC"
306484,1992.0,12.0,31.0,23.0,59.0,59.0,28.619988,77.292355,0.8710000413702801,0.8710000413702801,1.0,3.0,"Patparganj, Delhi - DPCC"
306490,1992.0,12.0,31.0,23.0,59.0,59.0,28.6683,77.1167,1.3130000623641536,1.3130000623641536,1.0,3.0,"Punjabi Bagh, Delhi - DPCC"
306488,1992.0,12.0,31.0,23.0,59.0,59.0,28.637672,77.15714399999999,0.8800000417977571,0.8800000417977571,1.0,3.0,"Pusa, New Delhi - IMD"
306488,1992.0,12.0,31.0,23.0,59.0,59.0,28.5648,77.1744,0.8800000417977571,0.8800000417977571,1.0,3.0,"R K Puram, New Delhi - DPCC"
306492,1992.0,12.0,31.0,23.0,59.0,59.0,28.749471999999997,77.056533,0.9780000464525074,0.9780000464525074,1.0,3.0,"Rohini, Delhi - DPCC"
306488,1992.0,12.0,31.0,23.0,59.0,59.0,28.651558,77.158194,0.8800000417977571,0.8800000417977571,1.0,3.0,"Shadipur, New Delhi - CPCB"
306487,1992.0,12.0,31.0,23.0,59.0,59.0,28.54965,77.21215,0.8510000404203311,0.8510000404203311,1.0,3.0,"Sirifort, New Delhi - CPCB"
306485,1992.0,12.0,31.0,23.0,59.0,59.0,28.733247,77.249589,-9999.0,-9999.0,1.0,-9999.0,"Sonia Vihar, Delhi - DPCC"
306483,1992.0,12.0,31.0,23.0,59.0,59.0,28.671246000000004,77.317654,-9999.0,-9999.0,1.0,-9999.0,"Vivek Vihar, Delhi - DPCC"
306488,1992.0,12.0,31.0,23.0,59.0,59.0,28.700217,77.16379,0.8800000417977571,0.8800000417977571,1.0,3.0,"Wazirpur, Delhi - DPCC"
191224,2016.0,2.0,19.0,9.0,13.0,16.0,28.6508,77.3152,-9999.0,-9999.0,1.0,-9999.0,"Anand Vihar, Delhi - DPCC"
192577,2016.0,2.0,19.0,9.0,13.0,17.0,28.688454999999998,77.17575,-9999.0,-9999.0,1.0,-9999.0,"Ashok Vihar, Delhi - DPCC"
188518,2016.0,2.0,19.0,9.0,13.0,13.0,28.48,77.13,-9999.0,-9999.0,1.0,-9999.0,"Aya Nagar, New Delhi - IMD"
192126,2016.0,2.0,19.0,9.0,13.0,17.0,28.72835,77.197484,-9999.0,-9999.0,1.0,-9999.0,"Burari Crossing, New Delhi - IMD"
189871,2016.0,2.0,19.0,9.0,13.0,14.0,28.55,77.28,-9999.0,-9999.0,1.0,-9999.0,"CRRI Mathura Road, New Delhi - IMD"
193028,2016.0,2.0,19.0,9.0,13.0,17.0,28.7504,77.11717,-9999.0,-9999.0,1.0,-9999.0,"DTU, New Delhi - CPCB"
189420,2016.0,2.0,19.0,9.0,13.0,14.0,28.499727000000004,77.267095,-9999.0,-9999.0,1.0,-9999.0,"Dr. Karni Singh Shooting Range, Delhi - DPCC†"
190773,2016.0,2.0,19.0,9.0,13.0,16.0,28.572038,77.070837,-9999.0,-9999.0,1.0,-9999.0,"Dwarka-Sector 8, Delhi - DPCC"
191675,2016.0,2.0,19.0,9.0,13.0,16.0,28.655602000000002,77.294687,-9999.0,-9999.0,1.0,-9999.0,"East Arjun Nagar, Delhi - CPCB"
189871,2016.0,2.0,19.0,9.0,13.0,14.0,28.56,77.094,-9999.0,-9999.0,1.0,-9999.0,"IGI Airport Terminal - 3, New Delhi - IMD"
191675,2016.0,2.0,19.0,9.0,13.0,16.0,28.68255,77.30512,-9999.0,-9999.0,1.0,-9999.0,"IHBAS, Dilshad Garden,New Delhi - CPCB"
191224,2016.0,2.0,19.0,9.0,13.0,16.0,28.624059999999997,77.2411,-9999.0,-9999.0,1.0,-9999.0,"ITO, New Delhi - CPCB"
192126,2016.0,2.0,19.0,9.0,13.0,17.0,28.725833,77.162752,-9999.0,-9999.0,1.0,-9999.0,"Jahangirpuri, Delhi - DPCC"
190773,2016.0,2.0,19.0,9.0,13.0,16.0,28.582846000000004,77.23436600000001,-9999.0,-9999.0,1.0,-9999.0,"Jawaharlal Nehru Stadium, Delhi - DPCC"
190322,2016.0,2.0,19.0,9.0,13.0,14.0,28.59,77.24,-9999.0,-9999.0,1.0,-9999.0,"Lodhi Road, New Delhi - IMD"
190322,2016.0,2.0,19.0,9.0,13.0,14.0,28.612441999999998,77.23727199999999,-9999.0,-9999.0,1.0,-9999.0,"Major Dhyan Chand National Stadium, Delhi - DPCC"
191224,2016.0,2.0,19.0,9.0,13.0,16.0,28.6341,77.2005,-9999.0,-9999.0,1.0,-9999.0,"Mandir Marg, New Delhi - DPCC"
190322,2016.0,2.0,19.0,9.0,13.0,14.0,28.608052,77.036187,-9999.0,-9999.0,1.0,-9999.0,"NSIT Dwarka, New Delhi - CPCB"
190322,2016.0,2.0,19.0,9.0,13.0,14.0,28.609013,76.985453,-9999.0,-9999.0,1.0,-9999.0,"Najafgarh, Delhi - DPCC"
194832,2016.0,2.0,19.0,9.0,13.0,19.0,28.853959999999997,77.09178399999999,-9999.0,-9999.0,1.0,-9999.0,"Narela, Delhi - DPCC"
189871,2016.0,2.0,19.0,9.0,13.0,14.0,28.563867,77.26080999999999,-9999.0,-9999.0,1.0,-9999.0,"Nehru Nagar, Delhi - DPCC"
192577,2016.0,2.0,19.0,9.0,13.0,17.0,28.688812,77.20727099999999,-9999.0,-9999.0,1.0,-9999.0,"North Campus, DU, New Delhi - IMD"
188969,2016.0,2.0,19.0,9.0,13.0,14.0,28.535763,77.276433,-9999.0,-9999.0,1.0,-9999.0,"Okhla Phase-2, Delhi - DPCC"
191224,2016.0,2.0,19.0,9.0,13.0,16.0,28.619988,77.292355,-9999.0,-9999.0,1.0,-9999.0,"Patparganj, Delhi - DPCC"
191675,2016.0,2.0,19.0,9.0,13.0,16.0,28.6683,77.1167,-9999.0,-9999.0,1.0,-9999.0,"Punjabi Bagh, Delhi - DPCC"
191224,2016.0,2.0,19.0,9.0,13.0,16.0,28.637672,77.15714399999999,-9999.0,-9999.0,1.0,-9999.0,"Pusa, New Delhi - IMD"
190773,2016.0,2.0,19.0,9.0,13.0,16.0,28.5648,77.1744,-9999.0,-9999.0,1.0,-9999.0,"R K Puram, New Delhi - DPCC"
193028,2016.0,2.0,19.0,9.0,13.0,17.0,28.749471999999997,77.056533,-9999.0,-9999.0,1.0,-9999.0,"Rohini, Delhi - DPCC"
191675,2016.0,2.0,19.0,9.0,13.0,16.0,28.651558,77.158194,-9999.0,-9999.0,1.0,-9999.0,"Shadipur, New Delhi - CPCB"
189871,2016.0,2.0,19.0,9.0,13.0,14.0,28.54965,77.21215,-9999.0,-9999.0,1.0,-9999.0,"Sirifort, New Delhi - CPCB"
192126,2016.0,2.0,19.0,9.0,13.0,17.0,28.733247,77.249589,-9999.0,-9999.0,1.0,-9999.0,"Sonia Vihar, Delhi - DPCC"
191675,2016.0,2.0,19.0,9.0,13.0,16.0,28.671246000000004,77.317654,-9999.0,-9999.0,1.0,-9999.0,"Vivek Vihar, Delhi - DPCC"
192577,2016.0,2.0,19.0,9.0,13.0,17.0,28.700217,77.16379,-9999.0,-9999.0,1.0,-9999.0,"Wazirpur, Delhi - DPCC"
0,2016.0,1.0,25.0,9.0,20.0,9.0,28.6508,77.3152,-9999.0,-9999.0,1.0,-9999.0,"Anand Vihar, Delhi - DPCC"
0,2016.0,1.0,25.0,9.0,20.0,9.0,28.688454999999998,77.17575,-9999.0,-9999.0,1.0,-9999.0,"Ashok Vihar, Delhi - DPCC"
0,2016.0,1.0,25.0,9.0,20.0,9.0,28.48,77.13,-9999.0,-9999.0,1.0,-9999.0,"Aya Nagar, New Delhi - IMD"
0,2016.0,1.0,25.0,9.0,20.0,9.0,28.72835,77.197484,-9999.0,-9999.0,1.0,-9999.0,"Burari Crossing, New Delhi - IMD"
0,2016.0,1.0,25.0,9.0,20.0,9.0,28.55,77.28,-9999.0,-9999.0,1.0,-9999.0,"CRRI Mathura Road, New Delhi - IMD"
0,2016.0,1.0,25.0,9.0,20.0,9.0,28.7504,77.11717,-9999.0,-9999.0,1.0,-9999.0,"DTU, New Delhi - CPCB"
0,2016.0,1.0,25.0,9.0,20.0,9.0,28.499727000000004,77.267095,-9999.0,-9999.0,1.0,-9999.0,"Dr. Karni Singh Shooting Range, Delhi - DPCC†"
0,2016.0,1.0,25.0,9.0,20.0,9.0,28.572038,77.070837,-9999.0,-9999.0,1.0,-9999.0,"Dwarka-Sector 8, Delhi - DPCC"
0,2016.0,1.0,25.0,9.0,20.0,9.0,28.655602000000002,77.294687,-9999.0,-9999.0,1.0,-9999.0,"East Arjun Nagar, Delhi - CPCB"
0,2016.0,1.0,25.0,9.0,20.0,9.0,28.56,77.094,-9999.0,-9999.0,1.0,-9999.0,"IGI Airport Terminal - 3, New Delhi - IMD"
0,2016.0,1.0,25.0,9.0,20.0,9.0,28.68255,77.30512,-9999.0,-9999.0,1.0,-9999.0,"IHBAS, Dilshad Garden,New Delhi - CPCB"
0,2016.0,1.0,25.0,9.0,20.0,9.0,28.624059999999997,77.2411,-9999.0,-9999.0,1.0,-9999.0,"ITO, New Delhi - CPCB"
0,2016.0,1.0,25.0,9.0,20.0,9.0,28.725833,77.162752,-9999.0,-9999.0,1.0,-9999.0,"Jahangirpuri, Delhi - DPCC"
0,2016.0,1.0,25.0,9.0,20.0,9.0,28.582846000000004,77.23436600000001,-9999.0,-9999.0,1.0,-9999.0,"Jawaharlal Nehru Stadium, Delhi - DPCC"
0,2016.0,1.0,25.0,9.0,20.0,9.0,28.59,77.24,-9999.0,-9999.0,1.0,-9999.0,"Lodhi Road, New Delhi - IMD"
0,2016.0,1.0,25.0,9.0,20.0,9.0,28.612441999999998,77.23727199999999,-9999.0,-9999.0,1.0,-9999.0,"Major Dhyan Chand National Stadium, Delhi - DPCC"
0,2016.0,1.0,25.0,9.0,20.0,9.0,28.6341,77.2005,-9999.0,-9999.0,1.0,-9999.0,"Mandir Marg, New Delhi - DPCC"
0,2016.0,1.0,25.0,9.0,20.0,9.0,28.608052,77.036187,-9999.0,-9999.0,1.0,-9999.0,"NSIT Dwarka, New Delhi - CPCB"
0,2016.0,1.0,25.0,9.0,20.0,9.0,28.609013,76.985453,-9999.0,-9999.0,1.0,-9999.0,"Najafgarh, Delhi - DPCC"
0,2016.0,1.0,25.0,9.0,20.0,9.0,28.853959999999997,77.09178399999999,-9999.0,-9999.0,1.0,-9999.0,"Narela, Delhi - DPCC"
0,2016.0,1.0,25.0,9.0,20.0,9.0,28.563867,77.26080999999999,-9999.0,-9999.0,1.0,-9999.0,"Nehru Nagar, Delhi - DPCC"
0,2016.0,1.0,25.0,9.0,20.0,9.0,28.688812,77.20727099999999,-9999.0,-9999.0,1.0,-9999.0,"North Campus, DU, New Delhi - IMD"
0,2016.0,1.0,25.0,9.0,20.0,9.0,28.535763,77.276433,-9999.0,-9999.0,1.0,-9999.0,"Okhla Phase-2, Delhi - DPCC"
0,2016.0,1.0,25.0,9.0,20.0,9.0,28.619988,77.292355,-9999.0,-9999.0,1.0,-9999.0,"Patparganj, Delhi - DPCC"
0,2016.0,1.0,25.0,9.0,20.0,9.0,28.6683,77.1167,-9999.0,-9999.0,1.0,-9999.0,"Punjabi Bagh, Delhi - DPCC"
0,2016.0,1.0,25.0,9.0,20.0,9.0,28.637672,77.15714399999999,-9999.0,-9999.0,1.0,-9999.0,"Pusa, New Delhi - IMD"
0,2016.0,1.0,25.0,9.0,20.0,9.0,28.5648,77.1744,-9999.0,-9999.0,1.0,-9999.0,"R K Puram, New Delhi - DPCC"
0,2016.0,1.0,25.0,9.0,20.0,9.0,28.749471999999997,77.056533,-9999.0,-9999.0,1.0,-9999.0,"Rohini, Delhi - DPCC"
0,2016.0,1.0,25.0,9.0,20.0,9.0,28.651558,77.158194,-9999.0,-9999.0,1.0,-9999.0,"Shadipur, New Delhi - CPCB"
0,2016.0,1.0,25.0,9.0,20.0,9.0,28.54965,77.21215,-9999.0,-9999.0,1.0,-9999.0,"Sirifort, New Delhi - CPCB"
0,2016.0,1.0,25.0,9.0,20.0,9.0,28.733247,77.249589,-9999.0,-9999.0,1.0,-9999.0,"Sonia Vihar, Delhi - DPCC"
0,2016.0,1.0,25.0,9.0,20.0,9.0,28.671246000000004,77.317654,-9999.0,-9999.0,1.0,-9999.0,"Vivek Vihar, Delhi - DPCC"
0,2016.0,1.0,25.0,9.0,20.0,9.0,28.700217,77.16379,-9999.0,-9999.0,1.0,-9999.0,"Wazirpur, Delhi - DPCC"
162245,2016.0,10.0,5.0,7.0,52.0,49.0,28.6508,77.3152,-9999.0,-9999.0,1.0,-9999.0,"Anand Vihar, Delhi - DPCC"
163150,2016.0,10.0,5.0,7.0,52.0,49.0,28.688454999999998,77.17575,-9999.0,-9999.0,1.0,-9999.0,"Ashok Vihar, Delhi - DPCC"
159995,2016.0,10.0,5.0,7.0,52.0,46.0,28.48,77.13,-9999.0,-9999.0,1.0,-9999.0,"Aya Nagar, New Delhi - IMD"
164051,2016.0,10.0,5.0,7.0,52.0,50.0,28.72835,77.197484,-9999.0,-9999.0,1.0,-9999.0,"Burari Crossing, New Delhi - IMD"
160443,2016.0,10.0,5.0,7.0,52.0,46.0,28.55,77.28,-9999.0,-9999.0,1.0,-9999.0,"CRRI Mathura Road, New Delhi - IMD"
164504,2016.0,10.0,5.0,7.0,52.0,50.0,28.7504,77.11717,-9999.0,-9999.0,1.0,-9999.0,"DTU, New Delhi - CPCB"
159992,2016.0,10.0,5.0,7.0,52.0,46.0,28.499727000000004,77.267095,-9999.0,-9999.0,1.0,-9999.0,"Dr. Karni Singh Shooting Range, Delhi - DPCC†"
161800,2016.0,10.0,5.0,7.0,52.0,47.0,28.572038,77.070837,-9999.0,-9999.0,1.0,-9999.0,"Dwarka-Sector 8, Delhi - DPCC"
162245,2016.0,10.0,5.0,7.0,52.0,49.0,28.655602000000002,77.294687,-9999.0,-9999.0,1.0,-9999.0,"East Arjun Nagar, Delhi - CPCB"
161349,2016.0,10.0,5.0,7.0,52.0,47.0,28.56,77.094,-9999.0,-9999.0,1.0,-9999.0,"IGI Airport Terminal - 3, New Delhi - IMD"
162696,2016.0,10.0,5.0,7.0,52.0,49.0,28.68255,77.30512,-9999.0,-9999.0,1.0,-9999.0,"IHBAS, Dilshad Garden,New Delhi - CPCB"
161796,2016.0,10.0,5.0,7.0,52.0,47.0,28.624059999999997,77.2411,-9999.0,-9999.0,2.0,-9999.0,"ITO, New Delhi - CPCB"
164052,2016.0,10.0,5.0,7.0,52.0,50.0,28.725833,77.162752,-9999.0,-9999.0,1.0,-9999.0,"Jahangirpuri, Delhi - DPCC"
161345,2016.0,10.0,5.0,7.0,52.0,47.0,28.582846000000004,77.23436600000001,-9999.0,-9999.0,1.0,-9999.0,"Jawaharlal Nehru Stadium, Delhi - DPCC"
161345,2016.0,10.0,5.0,7.0,52.0,47.0,28.59,77.24,-9999.0,-9999.0,1.0,-9999.0,"Lodhi Road, New Delhi - IMD"
161796,2016.0,10.0,5.0,7.0,52.0,47.0,28.612441999999998,77.23727199999999,-9999.0,-9999.0,2.0,-9999.0,"Major Dhyan Chand National Stadium, Delhi - DPCC"
162248,2016.0,10.0,5.0,7.0,52.0,49.0,28.6341,77.2005,-9999.0,-9999.0,1.0,-9999.0,"Mandir Marg, New Delhi - DPCC"
162252,2016.0,10.0,5.0,7.0,52.0,49.0,28.608052,77.036187,-9999.0,-9999.0,1.0,-9999.0,"NSIT Dwarka, New Delhi - CPCB"
162704,2016.0,10.0,5.0,7.0,52.0,49.0,28.609013,76.985453,-9999.0,-9999.0,1.0,-9999.0,"Najafgarh, Delhi - DPCC"
166308,2016.0,10.0,5.0,7.0,52.0,52.0,28.853959999999997,77.09178399999999,-9999.0,-9999.0,1.0,-9999.0,"Narela, Delhi - DPCC"
160894,2016.0,10.0,5.0,7.0,52.0,47.0,28.563867,77.26080999999999,-9999.0,-9999.0,1.0,-9999.0,"Nehru Nagar, Delhi - DPCC"
163149,2016.0,10.0,5.0,7.0,52.0,49.0,28.688812,77.20727099999999,-9999.0,-9999.0,1.0,-9999.0,"North Campus, DU, New Delhi - IMD"
160443,2016.0,10.0,5.0,7.0,52.0,46.0,28.535763,77.276433,-9999.0,-9999.0,1.0,-9999.0,"Okhla Phase-2, Delhi - DPCC"
161795,2016.0,10.0,5.0,7.0,52.0,47.0,28.619988,77.292355,-9999.0,-9999.0,2.0,-9999.0,"Patparganj, Delhi - DPCC"
163152,2016.0,10.0,5.0,7.0,52.0,49.0,28.6683,77.1167,-9999.0,-9999.0,1.0,-9999.0,"Punjabi Bagh, Delhi - DPCC"
162249,2016.0,10.0,5.0,7.0,52.0,49.0,28.637672,77.15714399999999,-9999.0,-9999.0,1.0,-9999.0,"Pusa, New Delhi - IMD"
161347,2016.0,10.0,5.0,7.0,52.0,47.0,28.5648,77.1744,-9999.0,-9999.0,1.0,-9999.0,"R K Puram, New Delhi - DPCC"
164505,2016.0,10.0,5.0,7.0,52.0,50.0,28.749471999999997,77.056533,-9999.0,-9999.0,1.0,-9999.0,"Rohini, Delhi - DPCC"
162700,2016.0,10.0,5.0,7.0,52.0,49.0,28.651558,77.158194,-9999.0,-9999.0,1.0,-9999.0,"Shadipur, New Delhi - CPCB"
160895,2016.0,10.0,5.0,7.0,52.0,47.0,28.54965,77.21215,-9999.0,-9999.0,1.0,-9999.0,"Sirifort, New Delhi - CPCB"
163599,2016.0,10.0,5.0,7.0,52.0,49.0,28.733247,77.249589,-9999.0,-9999.0,2.0,-9999.0,"Sonia Vihar, Delhi - DPCC"
162696,2016.0,10.0,5.0,7.0,52.0,49.0,28.671246000000004,77.317654,-9999.0,-9999.0,1.0,-9999.0,"Vivek Vihar, Delhi - DPCC"
163601,2016.0,10.0,5.0,7.0,52.0,49.0,28.700217,77.16379,-9999.0,-9999.0,1.0,-9999.0,"Wazirpur, Delhi - DPCC"
