,AOD,Cloud_Fraction,Location,Date,PM25
2323,0.5080000241287053,0.0,NSIT Dwarka,2017-05-02,136.07727272727269
2324,0.33400001586414874,0.002000000094994902,R K Puram,2017-05-02,66.0
2325,0.6880000326782465,0.0,R K Puram,2017-05-02,66.0
2326,0.33400001586414874,0.002000000094994902,Sirifort,2017-05-02,130.0731707317073
2327,0.6880000326782465,0.0,Sirifort,2017-05-02,130.0731707317073
2328,0.33400001586414874,0.002000000094994902,US Diplomatic Post: New Delhi,2017-05-02,99.91666666666669
2329,0.6040000286884606,0.0,US Diplomatic Post: New Delhi,2017-05-02,99.91666666666669
2330,0.2730000129668042,0.0,ITO,2017-05-02,107.96551724137932
2331,0.6880000326782465,0.0,ITO,2017-05-02,107.96551724137932
2334,0.39100001857150346,0.0,Mandir,2017-05-03,159.5
2337,0.39100001857150346,0.0,Shadipur,2017-05-03,136.44208791208786
2345,0.39100001857150346,0.0,NSIT Dwarka,2017-05-03,139.7025
2353,0.39100001857150346,0.0,Sirifort,2017-05-03,101.63513513513512
2357,0.39100001857150346,0.0,US Diplomatic Post: New Delhi,2017-05-03,84.33333333333333
2361,0.39100001857150346,0.0,ITO,2017-05-03,85.75268817204302
2365,0.6720000319182873,0.10700000508222728,US Diplomatic Post: New Delhi,2017-05-04,115.45833333333331
2367,0.3200000151991844,0.1970000093569979,Sirifort,2017-05-04,94.32
2372,0.6720000319182873,0.10700000508222728,R K Puram,2017-05-04,160.75
2374,0.3790000180015341,0.10400000493973494,NSIT Dwarka,2017-05-04,137.84318181818173
2380,0.4580000217538327,0.05900000280234963,Shadipur,2017-05-04,180.10936170212767
2383,0.6720000319182873,0.10700000508222728,ITO,2017-05-04,114.63736263736263
2386,0.6720000319182873,0.10700000508222728,Mandir,2017-05-04,126.75
2388,0.3410000161966309,0.0,Mandir,2017-05-05,114.88571428571429
2389,0.6520000309683383,0.3000000142492354,Mandir,2017-05-05,114.88571428571429
2391,0.6520000309683383,0.3000000142492354,US Diplomatic Post: New Delhi,2017-05-05,131.625
2393,0.3410000161966309,0.0,US Diplomatic Post: New Delhi,2017-05-05,131.625
2394,0.6520000309683383,0.3000000142492354,ITO,2017-05-05,138.021978021978
2396,0.3410000161966309,0.0,ITO,2017-05-05,138.021978021978
2400,0.6520000309683383,0.3000000142492354,R K Puram,2017-05-05,149.42424242424244
2402,0.33400001586414874,0.0,R K Puram,2017-05-05,149.42424242424244
2403,0.6520000309683383,0.3000000142492354,NSIT Dwarka,2017-05-05,117.4450549450549
2405,0.33400001586414874,0.0,NSIT Dwarka,2017-05-05,117.4450549450549
2412,0.2520000119693577,0.370000017574057,NSIT Dwarka,2017-05-06,99.4032608695652
2413,0.5460000259336084,0.0,NSIT Dwarka,2017-05-06,99.4032608695652
2415,0.5040000239387155,0.0370000017574057,R K Puram,2017-05-06,159.8125
2417,0.6400000303983688,0.0,Mandir,2017-05-06,139.34615384615384
2423,0.6420000304933637,0.0,US Diplomatic Post: New Delhi,2017-05-06,148.54166666666666
2425,0.6420000304933637,0.0,ITO,2017-05-06,139.2127659574468
2428,0.4990000237012282,0.0,R K Puram,2017-05-07,149.2765957446809
2429,0.4020000190939754,0.15900000755209476,R K Puram,2017-05-07,149.2765957446809
2430,0.8380000398028642,0.0,R K Puram,2017-05-07,149.2765957446809
2434,0.6130000291159377,0.0,NSIT Dwarka,2017-05-07,93.05393258426969
2435,0.882000041892752,0.0,NSIT Dwarka,2017-05-07,93.05393258426969
2436,0.4020000190939754,0.15900000755209476,NSIT Dwarka,2017-05-07,93.05393258426969
2437,0.6130000291159377,0.0,ITO,2017-05-07,110.37362637362637
2438,0.882000041892752,0.0,ITO,2017-05-07,110.37362637362637
2439,0.4020000190939754,0.15900000755209476,ITO,2017-05-07,110.37362637362637
2440,0.6130000291159377,0.0,US Diplomatic Post: New Delhi,2017-05-07,119.29166666666669
2441,0.4020000190939754,0.15900000755209476,US Diplomatic Post: New Delhi,2017-05-07,119.29166666666669
2442,0.882000041892752,0.0,US Diplomatic Post: New Delhi,2017-05-07,119.29166666666669
2454,0.9100000432226808,0.1250000059371814,ITO,2017-05-08,135.6705882352941
2455,0.18800000892952085,0.0720000034198165,ITO,2017-05-08,135.6705882352941
2457,0.18800000892952085,0.0720000034198165,US Diplomatic Post: New Delhi,2017-05-08,108.70833333333331
2458,0.9100000432226808,0.1250000059371814,Sirifort,2017-05-08,164.25531914893617
2459,0.18800000892952085,0.0720000034198165,Sirifort,2017-05-08,164.25531914893617
2461,0.20000000949949026,0.0,R K Puram,2017-05-08,174.95454545454547
2462,1.1240000533871353,0.25400001206435263,NSIT Dwarka,2017-05-08,90.60681818181818
2463,0.21300001011695716,0.07900000375229865,NSIT Dwarka,2017-05-08,90.60681818181818
2467,0.18800000892952085,0.0720000034198165,Mandir,2017-05-08,105.77777777777777
2469,0.6060000287834555,0.0,NSIT Dwarka,2017-05-09,79.83522727272725
2471,0.6060000287834555,0.0,R K Puram,2017-05-09,103.30232558139537
2473,0.6060000287834555,0.0,Sirifort,2017-05-09,92.0
2477,0.6470000307308511,0.0,ITO,2017-05-09,99.37179487179488
2478,0.6580000312533231,0.0,US Diplomatic Post: New Delhi,2017-05-09,65.04166666666667
2481,0.6580000312533231,0.0,Mandir,2017-05-09,71.8
2483,0.6580000312533231,0.0,Shadipur,2017-05-09,109.86585106382981
2484,0.29100001382175833,0.022000001044943932,Mandir,2017-05-10,55.68888888888889
2485,0.7100000337231904,0.0,Mandir,2017-05-10,55.68888888888889
2488,0.29100001382175833,0.022000001044943932,R K Puram,2017-05-10,87.21951219512195
2489,0.853000040515326,0.0,R K Puram,2017-05-10,87.21951219512195
2491,0.853000040515326,0.0,Sirifort,2017-05-10,59.014925373134325
2492,0.29100001382175833,0.022000001044943932,Sirifort,2017-05-10,59.014925373134325
2493,0.853000040515326,0.0,US Diplomatic Post: New Delhi,2017-05-10,49.91666666666666
2495,0.29100001382175833,0.022000001044943932,US Diplomatic Post: New Delhi,2017-05-10,49.91666666666666
2496,0.853000040515326,0.0,ITO,2017-05-10,174.39473684210526
2498,0.29100001382175833,0.022000001044943932,ITO,2017-05-10,174.39473684210526
2499,0.29100001382175833,0.022000001044943932,Shadipur,2017-05-10,80.16774193548386
2500,0.7100000337231904,0.0,Shadipur,2017-05-10,80.16774193548386
2503,0.7350000349106267,0.007000000332482159,NSIT Dwarka,2017-05-10,58.95274725274725
2504,0.25400001206435263,0.0,NSIT Dwarka,2017-05-10,58.95274725274725
2512,0.6520000309683383,0.05000000237487257,Mandir,2017-05-11,103.97674418604653
2513,0.5580000265035778,0.0,Mandir,2017-05-11,103.97674418604653
2515,0.6520000309683383,0.05000000237487257,ITO,2017-05-11,131.28571428571428
2516,0.5580000265035778,0.0,ITO,2017-05-11,131.28571428571428
2520,0.5170000245561823,0.04200000199489296,Sirifort,2017-05-11,65.33333333333333
2522,0.5580000265035778,0.0,Sirifort,2017-05-11,65.33333333333333
2524,0.5900000280234963,0.04200000199489296,NSIT Dwarka,2017-05-11,105.5875
2525,0.6850000325357541,0.0,NSIT Dwarka,2017-05-11,105.5875
2526,0.6520000309683383,0.05000000237487257,R K Puram,2017-05-11,151.1590909090909
2527,0.6850000325357541,0.0,R K Puram,2017-05-11,151.1590909090909
2530,0.6520000309683383,0.05000000237487257,US Diplomatic Post: New Delhi,2017-05-11,170.875
2531,0.5580000265035778,0.0,US Diplomatic Post: New Delhi,2017-05-11,170.875
2548,0.9720000461675228,0.12900000612717122,US Diplomatic Post: New Delhi,2017-05-12,44.45833333333334
2550,0.3250000154366717,0.0,US Diplomatic Post: New Delhi,2017-05-12,44.45833333333334
2551,1.3490000640740618,0.33200001576915383,US Diplomatic Post: New Delhi,2017-05-12,44.45833333333334
2552,0.97300004621502,0.26400001253932714,Sirifort,2017-05-12,134.7
2554,0.3210000152466819,0.0,Sirifort,2017-05-12,134.7
2555,1.3490000640740618,0.33200001576915383,Sirifort,2017-05-12,134.7
2560,0.7840000372380018,0.15900000755209476,NSIT Dwarka,2017-05-12,131.2786516853933
2562,0.3250000154366717,0.0,NSIT Dwarka,2017-05-12,131.2786516853933
2566,0.9700000460725278,0.34400001633912325,R K Puram,2017-05-13,144.45238095238096
2568,0.6610000313958153,0.15500000736210495,Sirifort,2017-05-13,155.6
2570,0.8640000410377979,0.2420000114943832,US Diplomatic Post: New Delhi,2017-05-13,94.625
2572,0.8640000410377979,0.2420000114943832,ITO,2017-05-13,130.7173913043478
2577,0.9700000460725278,0.34400001633912325,Mandir,2017-05-13,120.38636363636364
2582,0.6810000323457643,0.0,ITO,2017-05-14,63.686746987951814
2600,0.6810000323457643,0.0,US Diplomatic Post: New Delhi,2017-05-14,89.25
2601,0.6810000323457643,0.0,Mandir,2017-05-14,127.2608695652174
2604,0.4470000212313607,0.19200000911951065,Mandir,2017-05-15,74.72727272727273
2605,0.05900000280234963,0.0,Mandir,2017-05-15,74.72727272727273
2606,0.277000013156794,0.12900000612717122,Shadipur,2017-05-15,170.45847826086953
2607,0.08400000398978591,0.0,Shadipur,2017-05-15,170.45847826086953
2610,0.05900000280234963,0.0,ITO,2017-05-15,48.08219178082192
2611,0.4470000212313607,0.19200000911951065,ITO,2017-05-15,48.08219178082192
2612,0.05900000280234963,0.0,US Diplomatic Post: New Delhi,2017-05-15,60.70833333333334
2613,0.4470000212313607,0.19200000911951065,US Diplomatic Post: New Delhi,2017-05-15,60.70833333333334
2614,0.05900000280234963,0.0,Sirifort,2017-05-15,79.56
2615,0.39100001857150346,0.34400001633912325,Sirifort,2017-05-15,79.56
2616,0.08400000398978591,0.0,R K Puram,2017-05-15,93.2
2617,0.3450000163866207,0.34400001633912325,R K Puram,2017-05-15,93.2
2618,0.07100000337231904,0.0,NSIT Dwarka,2017-05-15,73.23707865168541
2619,0.5040000239387155,0.2070000098319724,NSIT Dwarka,2017-05-15,73.23707865168541
2620,0.6820000323932618,0.10400000493973494,ITO,2017-05-16,87.42682926829269
2622,0.933000044315122,0.0,ITO,2017-05-16,87.42682926829269
2624,0.7440000353381038,0.257000012206845,R K Puram,2017-05-16,87.03448275862068
2625,0.933000044315122,0.0,R K Puram,2017-05-16,87.03448275862068
2627,0.7440000353381038,0.257000012206845,Sirifort,2017-05-16,100.0
2628,0.8500000403728336,0.0,Sirifort,2017-05-16,100.0
2630,0.6820000323932618,0.10400000493973494,US Diplomatic Post: New Delhi,2017-05-16,77.58333333333333
2631,0.933000044315122,0.0,US Diplomatic Post: New Delhi,2017-05-16,77.58333333333333
2632,0.6820000323932618,0.10400000493973494,NSIT Dwarka,2017-05-16,98.15666666666674
2634,0.933000044315122,0.0,NSIT Dwarka,2017-05-16,98.15666666666674
2638,0.6820000323932618,0.10400000493973494,Shadipur,2017-05-16,166.97075268817198
2639,0.9200000436976552,0.0,Shadipur,2017-05-16,166.97075268817198
2641,0.933000044315122,0.0,Mandir,2017-05-16,69.28571428571429
2643,0.6820000323932618,0.10400000493973494,Mandir,2017-05-16,69.28571428571429
2645,0.6220000295434147,0.10700000508222728,NSIT Dwarka,2017-05-17,71.65882352941176
2646,0.6560000311583281,0.2070000098319724,Mandir,2017-05-17,66.29032258064517
2647,0.6560000311583281,0.2070000098319724,Shadipur,2017-05-17,130.0778494623657
2648,0.7720000366680324,0.12700000603217632,ITO,2017-05-17,138.15853658536585
2649,0.7720000366680324,0.12700000603217632,US Diplomatic Post: New Delhi,2017-05-17,65.83333333333333
2651,0.6220000295434147,0.10700000508222728,R K Puram,2017-05-17,74.96875
2680,0.42400002013891935,0.0,Shadipur,2017-05-19,101.83554347826085
2682,0.5490000260761008,0.01900000090245157,Shadipur,2017-05-19,101.83554347826085
2683,0.5370000255061314,0.002000000094994902,Shadipur,2017-05-19,101.83554347826085
2688,0.42400002013891935,0.0,Mandir,2017-05-19,59.0
2690,0.5490000260761008,0.01900000090245157,Mandir,2017-05-19,59.0
2691,0.5370000255061314,0.002000000094994902,Mandir,2017-05-19,59.0
2693,0.5490000260761008,0.01900000090245157,US Diplomatic Post: New Delhi,2017-05-19,38.083333333333336
2694,0.42400002013891935,0.0,US Diplomatic Post: New Delhi,2017-05-19,38.083333333333336
2695,0.5370000255061314,0.002000000094994902,US Diplomatic Post: New Delhi,2017-05-19,38.083333333333336
2696,0.42400002013891935,0.0,NSIT Dwarka,2017-05-19,87.84444444444449
2698,0.5490000260761008,0.01900000090245157,NSIT Dwarka,2017-05-19,87.84444444444449
2699,0.41800001985393465,0.007000000332482159,NSIT Dwarka,2017-05-19,87.84444444444449
2700,0.4220000200439245,0.0,R K Puram,2017-05-19,84.5
2702,0.5490000260761008,0.01900000090245157,R K Puram,2017-05-19,84.5
2703,0.4840000229887664,0.027000001282431185,R K Puram,2017-05-19,84.5
2705,0.5490000260761008,0.01900000090245157,ITO,2017-05-19,94.20338983050848
2706,0.42400002013891935,0.0,ITO,2017-05-19,94.20338983050848
2707,0.4840000229887664,0.027000001282431185,ITO,2017-05-19,94.20338983050848
2733,0.9430000447900966,0.0,R K Puram,2017-05-21,156.35135135135138
2739,0.8540000405628234,0.0,US Diplomatic Post: New Delhi,2017-05-21,96.20833333333331
2744,0.8540000405628234,0.0,Mandir,2017-05-21,88.6590909090909
2753,0.9430000447900966,0.0,NSIT Dwarka,2017-05-21,183.4333333333332
2756,0.3350000159116462,0.1190000056521967,NSIT Dwarka,2017-05-22,144.19886363636368
2760,0.3040000144392252,0.0390000018524006,Shadipur,2017-05-22,74.71255319148935
2762,0.3040000144392252,0.0390000018524006,Mandir,2017-05-22,92.34210526315788
2765,0.3040000144392252,0.0390000018524006,R K Puram,2017-05-22,158.85365853658536
2767,0.3040000144392252,0.0390000018524006,Sirifort,2017-05-22,106.78571428571428
2769,0.3040000144392252,0.0390000018524006,US Diplomatic Post: New Delhi,2017-05-22,182.375
2771,0.2480000117793679,0.0,ITO,2017-05-22,155.97222222222226
2772,0.5530000262660906,0.5290000251261517,ITO,2017-05-23,103.95945945945944
2774,0.6350000301608816,0.0,ITO,2017-05-23,103.95945945945944
2775,0.6350000301608816,0.0,Mandir,2017-05-23,70.80555555555556
2777,0.5530000262660906,0.5290000251261517,Mandir,2017-05-23,70.80555555555556
2779,0.5530000262660906,0.5290000251261517,US Diplomatic Post: New Delhi,2017-05-23,71.5
2780,0.6350000301608816,0.0,US Diplomatic Post: New Delhi,2017-05-23,71.5
2782,0.5530000262660906,0.5290000251261517,Sirifort,2017-05-23,78.97826086956522
2783,0.6750000320607796,0.0,Sirifort,2017-05-23,78.97826086956522
2785,0.6750000320607796,0.0,R K Puram,2017-05-23,112.5
2786,0.5530000262660906,0.5290000251261517,R K Puram,2017-05-23,112.5
2788,0.6350000301608816,0.0,NSIT Dwarka,2017-05-23,108.04239130434782
2789,0.5530000262660906,0.5290000251261517,NSIT Dwarka,2017-05-23,108.04239130434782
2794,0.5530000262660906,0.5290000251261517,Shadipur,2017-05-23,59.643191489361705
2795,0.6350000301608816,0.0,Shadipur,2017-05-23,59.643191489361705
2796,0.7360000349581242,0.09200000436976552,US Diplomatic Post: New Delhi,2017-05-24,63.0
2798,0.7360000349581242,0.09200000436976552,Mandir,2017-05-24,63.769230769230774
2800,0.7360000349581242,0.09200000436976552,Shadipur,2017-05-24,74.28916666666667
2802,0.7360000349581242,0.09200000436976552,ITO,2017-05-24,115.10169491525423
2806,1.214000057661906,0.13200000626966354,NSIT Dwarka,2017-05-24,117.9283333333333
2807,0.3870000183815137,0.3270000155316666,NSIT Dwarka,2017-05-24,117.9283333333333
2808,0.7210000342456624,0.2070000098319724,R K Puram,2017-05-24,93.0
2810,0.6120000290684402,0.10000000474974513,Sirifort,2017-05-24,93.17142857142859
2829,0.6970000331057236,0.0,ITO,2017-05-26,103.58441558441557
2830,0.6290000298758969,0.032000001519918435,ITO,2017-05-26,103.58441558441557
2832,0.6970000331057236,0.0,Sirifort,2017-05-26,74.84615384615384
2833,0.6290000298758969,0.032000001519918435,Sirifort,2017-05-26,74.84615384615384
2835,0.6970000331057236,0.0,NSIT Dwarka,2017-05-26,123.87555555555555
2836,0.5450000258861111,0.014000000664964318,NSIT Dwarka,2017-05-26,123.87555555555555
2841,0.6970000331057236,0.0,R K Puram,2017-05-26,98.48571428571428
2842,0.6290000298758969,0.032000001519918435,R K Puram,2017-05-26,98.48571428571428
2844,0.6970000331057236,0.0,Shadipur,2017-05-26,92.89604166666668
2845,0.6820000323932618,0.05900000280234963,Shadipur,2017-05-26,92.89604166666668
2846,0.6970000331057236,0.0,US Diplomatic Post: New Delhi,2017-05-26,61.08333333333334
2848,0.6820000323932618,0.05900000280234963,US Diplomatic Post: New Delhi,2017-05-26,61.08333333333334
2849,0.6970000331057236,0.0,Mandir,2017-05-26,60.8139534883721
2851,0.6820000323932618,0.05900000280234963,Mandir,2017-05-26,60.8139534883721
2853,0.6370000302558765,0.0,Mandir,2017-05-27,44.74418604651163
2854,0.5560000264085829,0.057000002707354724,Mandir,2017-05-27,44.74418604651163
2855,0.5390000256011263,0.04700000223238021,Shadipur,2017-05-27,76.08125
2857,0.7850000372854993,0.0,Shadipur,2017-05-27,76.08125
2859,0.6370000302558765,0.0,R K Puram,2017-05-27,86.10256410256409
2860,0.5560000264085829,0.057000002707354724,R K Puram,2017-05-27,86.10256410256409
2862,0.7850000372854993,0.0,NSIT Dwarka,2017-05-27,106.69375000000002
2863,0.7620000361930579,0.0720000034198165,NSIT Dwarka,2017-05-27,106.69375000000002
2864,0.5390000256011263,0.04700000223238021,Punjabi Bagh,2017-05-27,38.75
2866,0.7850000372854993,0.0,Punjabi Bagh,2017-05-27,38.75
2868,0.6370000302558765,0.0,Sirifort,2017-05-27,58.32075471698114
2869,0.5560000264085829,0.057000002707354724,Sirifort,2017-05-27,58.32075471698114
2871,0.6370000302558765,0.0,US Diplomatic Post: New Delhi,2017-05-27,43.04166666666666
2872,0.5560000264085829,0.057000002707354724,US Diplomatic Post: New Delhi,2017-05-27,43.04166666666666
2873,0.5560000264085829,0.057000002707354724,ITO,2017-05-27,122.67073170731709
2874,0.6370000302558765,0.0,ITO,2017-05-27,122.67073170731709
2876,0.6290000298758969,0.0,ITO,2017-05-28,117.07407407407408
2878,0.5670000269310549,0.0,ITO,2017-05-28,117.07407407407408
2879,0.7280000345781446,0.0,ITO,2017-05-28,117.07407407407408
2882,0.7100000337231904,0.0,R K Puram,2017-05-28,44.771428571428565
2883,0.5670000269310549,0.0,R K Puram,2017-05-28,44.771428571428565
2884,0.6290000298758969,0.0,NSIT Dwarka,2017-05-28,77.31250000000001
2886,0.5320000252686441,0.0,NSIT Dwarka,2017-05-28,77.31250000000001
2887,0.7850000372854993,0.0,NSIT Dwarka,2017-05-28,77.31250000000001
2888,0.6020000285934657,0.0,Punjabi Bagh,2017-05-28,36.48936170212766
2890,0.7160000340081751,0.0,Punjabi Bagh,2017-05-28,36.48936170212766
2891,0.5670000269310549,0.0,Punjabi Bagh,2017-05-28,36.48936170212766
2892,0.6290000298758969,0.0,Shadipur,2017-05-28,69.6125
2894,0.5670000269310549,0.0,Shadipur,2017-05-28,69.6125
2895,0.7280000345781446,0.0,Shadipur,2017-05-28,69.6125
2896,0.6290000298758969,0.0,Mandir,2017-05-28,33.74418604651163
2898,0.5670000269310549,0.0,Mandir,2017-05-28,33.74418604651163
2899,0.7280000345781446,0.0,Mandir,2017-05-28,33.74418604651163
2902,0.5670000269310549,0.0,Sirifort,2017-05-28,38.384615384615394
2903,0.7100000337231904,0.0,Sirifort,2017-05-28,38.384615384615394
2905,0.6290000298758969,0.0,US Diplomatic Post: New Delhi,2017-05-28,31.33333333333333
2906,0.5670000269310549,0.0,US Diplomatic Post: New Delhi,2017-05-28,31.33333333333333
2907,0.7280000345781446,0.0,US Diplomatic Post: New Delhi,2017-05-28,31.33333333333333
2909,0.51400002441369,0.13200000626966354,R K Puram,2017-05-29,66.57894736842105
2911,0.51400002441369,0.13200000626966354,Sirifort,2017-05-29,55.4390243902439
2914,0.6430000305408612,0.17200000816956162,ITO,2017-05-29,151.16883116883116
2917,0.7760000368580222,0.05400000256486237,NSIT Dwarka,2017-05-29,66.78478260869566
2919,0.6430000305408612,0.17200000816956162,Mandir,2017-05-29,49.88095238095239
2921,0.5950000282609835,0.13200000626966354,Shadipur,2017-05-29,132.27416666666667
2966,0.6080000288784504,0.3770000179065392,Shadipur,2017-06-01,178.26617021276599
2968,1.2360000587068498,0.12900000612717122,R K Puram,2017-06-01,123.78787878787878
2972,0.6080000288784504,0.3770000179065392,Punjabi Bagh,2017-06-01,111.06382978723404
2982,1.2360000587068498,0.12900000612717122,Sirifort,2017-06-01,98.7301587301587
2988,0.8290000393753871,0.06400000303983687,Mandir,2017-06-02,96.08888888888887
2989,0.359000017051585,0.032000001519918435,Shadipur,2017-06-02,61.317659574468095
2990,0.4600000218488276,0.009000000427477062,Punjabi Bagh,2017-06-02,118.84782608695652
2991,0.4380000208038837,0.045000002137385316,R K Puram,2017-06-02,131.31111111111107
2992,0.8290000393753871,0.06400000303983687,US Diplomatic Post: New Delhi,2017-06-02,94.04166666666669
2993,0.8290000393753871,0.06400000303983687,ITO,2017-06-02,105.2162162162162
2994,0.4380000208038837,0.045000002137385316,NSIT Dwarka,2017-06-02,148.56382978723408
2995,0.9610000456450508,0.017000000807456672,Sirifort,2017-06-02,93.82
2998,0.7040000334382057,0.08500000403728336,R K Puram,2017-06-03,141.38297872340425
3001,0.7040000334382057,0.08500000403728336,Mandir,2017-06-03,74.58333333333333
3004,0.7040000334382057,0.08500000403728336,US Diplomatic Post: New Delhi,2017-06-03,71.66666666666667
3007,0.452000021468848,0.012000000569969416,NSIT Dwarka,2017-06-03,151.38541666666669
3010,0.4730000224662945,0.04700000223238021,Punjabi Bagh,2017-06-03,82.83333333333333
3013,0.4730000224662945,0.04700000223238021,Shadipur,2017-06-03,60.84695652173915
3016,0.441000020946376,0.057000002707354724,Sirifort,2017-06-03,84.33333333333333
3018,0.7040000334382057,0.08500000403728336,ITO,2017-06-03,165.17073170731706
3020,0.4190000199014321,0.012000000569969416,Sirifort,2017-06-04,69.38983050847457
3023,0.2070000098319724,0.257000012206845,Sirifort,2017-06-04,69.38983050847457
3024,0.4190000199014321,0.012000000569969416,R K Puram,2017-06-04,134.83870967741936
3027,0.2070000098319724,0.257000012206845,R K Puram,2017-06-04,134.83870967741936
3029,0.4390000208513811,0.014000000664964318,US Diplomatic Post: New Delhi,2017-06-04,64.0
3031,0.2070000098319724,0.257000012206845,US Diplomatic Post: New Delhi,2017-06-04,64.0
3033,0.4390000208513811,0.014000000664964318,ITO,2017-06-04,119.06666666666666
3035,0.2070000098319724,0.257000012206845,ITO,2017-06-04,119.06666666666666
3036,0.2070000098319724,0.257000012206845,Mandir,2017-06-04,102.06666666666666
3037,0.4390000208513811,0.014000000664964318,Mandir,2017-06-04,102.06666666666666
3043,0.2070000098319724,0.257000012206845,NSIT Dwarka,2017-06-04,171.69791666666669
3044,0.4200000199489296,0.0,Punjabi Bagh,2017-06-04,75.45833333333333
3046,0.2070000098319724,0.257000012206845,Punjabi Bagh,2017-06-04,75.45833333333333
3048,0.4390000208513811,0.014000000664964318,Shadipur,2017-06-04,58.36928571428571
3050,0.2070000098319724,0.257000012206845,Shadipur,2017-06-04,58.36928571428571
3052,0.9400000446476042,0.1150000054622069,Mandir,2017-06-05,46.85714285714285
3055,0.9400000446476042,0.1150000054622069,US Diplomatic Post: New Delhi,2017-06-05,39.79166666666666
3058,0.9640000457875432,0.2720000129193068,Sirifort,2017-06-05,48.68421052631579
3061,0.9400000446476042,0.1150000054622069,R K Puram,2017-06-05,92.53333333333332
3064,0.7420000352431089,0.15500000736210495,NSIT Dwarka,2017-06-05,136.91276595744685
3067,0.9400000446476042,0.1150000054622069,Shadipur,2017-06-05,71.46965517241382
3075,0.9400000446476042,0.1150000054622069,ITO,2017-06-05,77.8913043478261
3077,2.058000097749755,0.0,US Diplomatic Post: New Delhi,2017-06-06,43.875
3078,0.9450000448850916,0.0,US Diplomatic Post: New Delhi,2017-06-06,43.875
3084,0.8970000426052138,0.0,Sirifort,2017-06-06,51.89655172413793
3086,0.9450000448850916,0.0,R K Puram,2017-06-06,94.55555555555556
3089,0.9450000448850916,0.0,NSIT Dwarka,2017-06-06,115.36595744680858
3091,2.058000097749755,0.0,Shadipur,2017-06-06,64.1692682926829
3092,0.6820000323932618,0.0,Shadipur,2017-06-06,64.1692682926829
3094,2.058000097749755,0.0,Mandir,2017-06-06,73.8
3095,0.9450000448850916,0.0,Mandir,2017-06-06,73.8
3097,0.6820000323932618,0.0,Punjabi Bagh,2017-06-06,48.0625
3098,2.058000097749755,0.0,Punjabi Bagh,2017-06-06,48.0625
3104,0.8720000414177775,0.2670000126818195,R K Puram,2017-06-07,52.828571428571436
3105,0.5190000246511772,0.4350000206613913,R K Puram,2017-06-07,52.828571428571436
3108,0.8720000414177775,0.2670000126818195,Sirifort,2017-06-07,33.98275862068966
3110,0.8040000381879508,0.12900000612717122,Punjabi Bagh,2017-06-07,48.5
3111,0.5190000246511772,0.4350000206613913,Punjabi Bagh,2017-06-07,48.5
3112,0.5190000246511772,0.4350000206613913,Shadipur,2017-06-07,77.40895833333332
3113,0.8040000381879508,0.12900000612717122,Shadipur,2017-06-07,77.40895833333332
3115,0.8040000381879508,0.12900000612717122,Mandir,2017-06-07,39.77142857142857
3152,0.6180000293534249,0.3270000155316666,R K Puram,2017-06-09,124.02941176470587
3158,0.8660000411327928,0.257000012206845,NSIT Dwarka,2017-06-09,82.14791666666667
3160,1.0530000500148162,0.1870000088820234,Shadipur,2017-06-09,80.61568181818183
3162,0.9620000456925482,0.10700000508222728,Punjabi Bagh,2017-06-09,80.28571428571429
3181,0.34400001633912325,0.007000000332482159,NSIT Dwarka,2017-06-11,63.6936170212766
3183,0.7140000339131802,0.370000017574057,R K Puram,2017-06-11,60.29545454545455
3184,0.34400001633912325,0.007000000332482159,R K Puram,2017-06-11,60.29545454545455
3186,0.7140000339131802,0.370000017574057,Sirifort,2017-06-11,49.98484848484848
3187,0.34400001633912325,0.007000000332482159,Sirifort,2017-06-11,49.98484848484848
3192,0.34400001633912325,0.007000000332482159,US Diplomatic Post: New Delhi,2017-06-11,41.25
3193,0.7140000339131802,0.370000017574057,US Diplomatic Post: New Delhi,2017-06-11,41.25
3195,0.34400001633912325,0.007000000332482159,Punjabi Bagh,2017-06-11,55.488372093023266
3196,0.7560000359080732,0.3170000150566921,Punjabi Bagh,2017-06-11,55.488372093023266
3198,0.34400001633912325,0.007000000332482159,Mandir,2017-06-11,54.904761904761905
3199,0.7560000359080732,0.3170000150566921,Mandir,2017-06-11,54.904761904761905
3201,0.34400001633912325,0.007000000332482159,Shadipur,2017-06-11,70.23770833333334
3202,0.7560000359080732,0.3170000150566921,Shadipur,2017-06-11,70.23770833333334
3205,0.5620000266935676,0.09400000446476042,Punjabi Bagh,2017-06-12,47.555555555555564
3208,0.7440000353381038,0.012000000569969416,NSIT Dwarka,2017-06-12,130.52325581395348
3211,0.5620000266935676,0.09400000446476042,US Diplomatic Post: New Delhi,2017-06-12,43.54166666666666
3214,0.5620000266935676,0.09400000446476042,R K Puram,2017-06-12,72.25
3217,0.5620000266935676,0.09400000446476042,Sirifort,2017-06-12,56.02985074626866
3220,0.5620000266935676,0.09400000446476042,ITO,2017-06-12,49.5
3223,0.5620000266935676,0.09400000446476042,Shadipur,2017-06-12,66.49476190476193
3225,0.5620000266935676,0.09400000446476042,Mandir,2017-06-12,53.08823529411765
3228,0.4350000206613913,0.017000000807456672,ITO,2017-06-13,101.55813953488372
3230,0.5770000274060294,0.0,ITO,2017-06-13,101.55813953488372
3231,0.7940000377129763,0.002000000094994902,ITO,2017-06-13,101.55813953488372
