,Year,Month,Day,Hour,Minute,Second,Latitude,Longitude,Deep_Blue_Aerosol_Optical_Depth_550_Land,AOD_550_Dark_Target_Deep_Blue_Combined,AOD_550_Dark_Target_Deep_Blue_Combined_QA_Flag,Aerosol_Cloud_Fraction_Land,Image_Optical_Depth_Land_And_Ocean,Location
6209,2016.0,11.0,28.0,7.0,16.0,16.0,28.688454999999998,77.17575,0.27200001291930676,0.4110000195214525,3.0,0.014000000664964318,0.4110000195214525,"Ashok Vihar, Delhi - DPCC"
5804,2016.0,11.0,28.0,7.0,16.0,11.0,28.48,77.13,0.33600001595914364,0.43400002061389387,3.0,0.0,0.43400002061389387,"Aya Nagar, New Delhi - IMD"
6209,2016.0,11.0,28.0,7.0,16.0,16.0,28.72835,77.197484,0.27200001291930676,0.4110000195214525,3.0,0.014000000664964318,0.4110000195214525,"Burari Crossing, New Delhi - IMD"
5939,2016.0,11.0,28.0,7.0,16.0,13.0,28.55,77.28,0.28400001348927617,0.4040000191889703,3.0,0.009000000427477062,0.4040000191889703,"CRRI Mathura Road, New Delhi - IMD"
6344,2016.0,11.0,28.0,7.0,16.0,17.0,28.7504,77.11717,0.3240000153891742,0.4420000209938735,3.0,0.05400000256486237,0.4420000209938735,"DTU, New Delhi - CPCB"
5939,2016.0,11.0,28.0,7.0,16.0,13.0,28.499727000000004,77.267095,0.28400001348927617,0.4040000191889703,3.0,0.009000000427477062,0.4040000191889703,"Dr. Karni Singh Shooting Range, Delhi - DPCC†"
5939,2016.0,11.0,28.0,7.0,16.0,13.0,28.572038,77.070837,0.28400001348927617,0.4040000191889703,3.0,0.009000000427477062,0.4040000191889703,"Dwarka-Sector 8, Delhi - DPCC"
6074,2016.0,11.0,28.0,7.0,16.0,14.0,28.655602000000002,77.294687,0.29300001391675323,0.4190000199014321,3.0,0.004000000189989805,0.4190000199014321,"East Arjun Nagar, Delhi - CPCB"
5939,2016.0,11.0,28.0,7.0,16.0,13.0,28.56,77.094,0.28400001348927617,0.4040000191889703,3.0,0.009000000427477062,0.4040000191889703,"IGI Airport Terminal - 3, New Delhi - IMD"
6209,2016.0,11.0,28.0,7.0,16.0,16.0,28.68255,77.30512,0.27200001291930676,0.4110000195214525,3.0,0.014000000664964318,0.4110000195214525,"IHBAS, Dilshad Garden,New Delhi - CPCB"
6074,2016.0,11.0,28.0,7.0,16.0,14.0,28.624059999999997,77.2411,0.29300001391675323,0.4190000199014321,3.0,0.004000000189989805,0.4190000199014321,"ITO, New Delhi - CPCB"
6209,2016.0,11.0,28.0,7.0,16.0,16.0,28.725833,77.162752,0.27200001291930676,0.4110000195214525,3.0,0.014000000664964318,0.4110000195214525,"Jahangirpuri, Delhi - DPCC"
6074,2016.0,11.0,28.0,7.0,16.0,14.0,28.582846000000004,77.23436600000001,0.29300001391675323,0.4190000199014321,3.0,0.004000000189989805,0.4190000199014321,"Jawaharlal Nehru Stadium, Delhi - DPCC"
6074,2016.0,11.0,28.0,7.0,16.0,14.0,28.59,77.24,0.29300001391675323,0.4190000199014321,3.0,0.004000000189989805,0.4190000199014321,"Lodhi Road, New Delhi - IMD"
6074,2016.0,11.0,28.0,7.0,16.0,14.0,28.612441999999998,77.23727199999999,0.29300001391675323,0.4190000199014321,3.0,0.004000000189989805,0.4190000199014321,"Major Dhyan Chand National Stadium, Delhi - DPCC"
6074,2016.0,11.0,28.0,7.0,16.0,14.0,28.6341,77.2005,0.29300001391675323,0.4190000199014321,3.0,0.004000000189989805,0.4190000199014321,"Mandir Marg, New Delhi - DPCC"
6074,2016.0,11.0,28.0,7.0,16.0,14.0,28.608052,77.036187,0.29300001391675323,0.4190000199014321,3.0,0.004000000189989805,0.4190000199014321,"NSIT Dwarka, New Delhi - CPCB"
6074,2016.0,11.0,28.0,7.0,16.0,14.0,28.609013,76.985453,0.29300001391675323,0.4190000199014321,3.0,0.004000000189989805,0.4190000199014321,"Najafgarh, Delhi - DPCC"
6479,2016.0,11.0,28.0,7.0,16.0,19.0,28.853959999999997,77.09178399999999,0.3450000163866207,0.452000021468848,3.0,0.144000006839633,0.452000021468848,"Narela, Delhi - DPCC"
5939,2016.0,11.0,28.0,7.0,16.0,13.0,28.563867,77.26080999999999,0.28400001348927617,0.4040000191889703,3.0,0.009000000427477062,0.4040000191889703,"Nehru Nagar, Delhi - DPCC"
6209,2016.0,11.0,28.0,7.0,16.0,16.0,28.688812,77.20727099999999,0.27200001291930676,0.4110000195214525,3.0,0.014000000664964318,0.4110000195214525,"North Campus, DU, New Delhi - IMD"
5939,2016.0,11.0,28.0,7.0,16.0,13.0,28.535763,77.276433,0.28400001348927617,0.4040000191889703,3.0,0.009000000427477062,0.4040000191889703,"Okhla Phase-2, Delhi - DPCC"
6074,2016.0,11.0,28.0,7.0,16.0,14.0,28.619988,77.292355,0.29300001391675323,0.4190000199014321,3.0,0.004000000189989805,0.4190000199014321,"Patparganj, Delhi - DPCC"
6209,2016.0,11.0,28.0,7.0,16.0,16.0,28.6683,77.1167,0.27200001291930676,0.4110000195214525,3.0,0.014000000664964318,0.4110000195214525,"Punjabi Bagh, Delhi - DPCC"
6074,2016.0,11.0,28.0,7.0,16.0,14.0,28.637672,77.15714399999999,0.29300001391675323,0.4190000199014321,3.0,0.004000000189989805,0.4190000199014321,"Pusa, New Delhi - IMD"
5939,2016.0,11.0,28.0,7.0,16.0,13.0,28.5648,77.1744,0.28400001348927617,0.4040000191889703,3.0,0.009000000427477062,0.4040000191889703,"R K Puram, New Delhi - DPCC"
6209,2016.0,11.0,28.0,7.0,16.0,16.0,28.749471999999997,77.056533,0.27200001291930676,0.4110000195214525,3.0,0.014000000664964318,0.4110000195214525,"Rohini, Delhi - DPCC"
6074,2016.0,11.0,28.0,7.0,16.0,14.0,28.651558,77.158194,0.29300001391675323,0.4190000199014321,3.0,0.004000000189989805,0.4190000199014321,"Shadipur, New Delhi - CPCB"
5939,2016.0,11.0,28.0,7.0,16.0,13.0,28.54965,77.21215,0.28400001348927617,0.4040000191889703,3.0,0.009000000427477062,0.4040000191889703,"Sirifort, New Delhi - CPCB"
6209,2016.0,11.0,28.0,7.0,16.0,16.0,28.733247,77.249589,0.27200001291930676,0.4110000195214525,3.0,0.014000000664964318,0.4110000195214525,"Sonia Vihar, Delhi - DPCC"
6209,2016.0,11.0,28.0,7.0,16.0,16.0,28.671246000000004,77.317654,0.27200001291930676,0.4110000195214525,3.0,0.014000000664964318,0.4110000195214525,"Vivek Vihar, Delhi - DPCC"
6209,2016.0,11.0,28.0,7.0,16.0,16.0,28.700217,77.16379,0.27200001291930676,0.4110000195214525,3.0,0.014000000664964318,0.4110000195214525,"Wazirpur, Delhi - DPCC"
8616,2016.0,9.0,12.0,7.0,46.0,42.0,28.6508,77.3152,0.6660000316333026,0.8380000398028642,3.0,0.2750000130617991,0.8380000398028642,"Anand Vihar, Delhi - DPCC"
8616,2016.0,9.0,12.0,7.0,46.0,42.0,28.688454999999998,77.17575,0.6660000316333026,0.8380000398028642,3.0,0.2750000130617991,0.8380000398028642,"Ashok Vihar, Delhi - DPCC"
8347,2016.0,9.0,12.0,7.0,46.0,39.0,28.48,77.13,0.5520000262185931,-9999.0,0.0,0.8920000423677266,-9999.0,"Aya Nagar, New Delhi - IMD"
8751,2016.0,9.0,12.0,7.0,46.0,43.0,28.72835,77.197484,0.6420000304933637,0.8240000391378999,3.0,0.0720000034198165,0.8240000391378999,"Burari Crossing, New Delhi - IMD"
8481,2016.0,9.0,12.0,7.0,46.0,40.0,28.55,77.28,0.6340000301133841,-9999.0,0.0,0.6600000313483179,0.802000038092956,"CRRI Mathura Road, New Delhi - IMD"
8751,2016.0,9.0,12.0,7.0,46.0,43.0,28.7504,77.11717,0.6420000304933637,0.8240000391378999,3.0,0.0720000034198165,0.8240000391378999,"DTU, New Delhi - CPCB"
8346,2016.0,9.0,12.0,7.0,46.0,39.0,28.499727000000004,77.267095,0.5020000238437206,-9999.0,0.0,0.5870000278810039,0.6840000324882567,"Dr. Karni Singh Shooting Range, Delhi - DPCC†"
8482,2016.0,9.0,12.0,7.0,46.0,40.0,28.572038,77.070837,0.5110000242711976,-9999.0,0.0,0.7740000367630273,-9999.0,"Dwarka-Sector 8, Delhi - DPCC"
8616,2016.0,9.0,12.0,7.0,46.0,42.0,28.655602000000002,77.294687,0.6660000316333026,0.8380000398028642,3.0,0.2750000130617991,0.8380000398028642,"East Arjun Nagar, Delhi - CPCB"
8482,2016.0,9.0,12.0,7.0,46.0,40.0,28.56,77.094,0.5110000242711976,-9999.0,0.0,0.7740000367630273,-9999.0,"IGI Airport Terminal - 3, New Delhi - IMD"
8616,2016.0,9.0,12.0,7.0,46.0,42.0,28.68255,77.30512,0.6660000316333026,0.8380000398028642,3.0,0.2750000130617991,0.8380000398028642,"IHBAS, Dilshad Garden,New Delhi - CPCB"
8616,2016.0,9.0,12.0,7.0,46.0,42.0,28.624059999999997,77.2411,0.6660000316333026,0.8380000398028642,3.0,0.2750000130617991,0.8380000398028642,"ITO, New Delhi - CPCB"
8751,2016.0,9.0,12.0,7.0,46.0,43.0,28.725833,77.162752,0.6420000304933637,0.8240000391378999,3.0,0.0720000034198165,0.8240000391378999,"Jahangirpuri, Delhi - DPCC"
8481,2016.0,9.0,12.0,7.0,46.0,40.0,28.582846000000004,77.23436600000001,0.6340000301133841,-9999.0,0.0,0.6600000313483179,0.802000038092956,"Jawaharlal Nehru Stadium, Delhi - DPCC"
8481,2016.0,9.0,12.0,7.0,46.0,40.0,28.59,77.24,0.6340000301133841,-9999.0,0.0,0.6600000313483179,0.802000038092956,"Lodhi Road, New Delhi - IMD"
8616,2016.0,9.0,12.0,7.0,46.0,42.0,28.612441999999998,77.23727199999999,0.6660000316333026,0.8380000398028642,3.0,0.2750000130617991,0.8380000398028642,"Major Dhyan Chand National Stadium, Delhi - DPCC"
8616,2016.0,9.0,12.0,7.0,46.0,42.0,28.6341,77.2005,0.6660000316333026,0.8380000398028642,3.0,0.2750000130617991,0.8380000398028642,"Mandir Marg, New Delhi - DPCC"
8617,2016.0,9.0,12.0,7.0,46.0,42.0,28.608052,77.036187,-9999.0,-9999.0,0.0,0.7420000352431089,0.8290000393753871,"NSIT Dwarka, New Delhi - CPCB"
8617,2016.0,9.0,12.0,7.0,46.0,42.0,28.609013,76.985453,-9999.0,-9999.0,0.0,0.7420000352431089,0.8290000393753871,"Najafgarh, Delhi - DPCC"
8886,2016.0,9.0,12.0,7.0,46.0,45.0,28.853959999999997,77.09178399999999,0.5250000249361619,0.6620000314433128,3.0,0.23700001125689596,0.6620000314433128,"Narela, Delhi - DPCC"
8481,2016.0,9.0,12.0,7.0,46.0,40.0,28.563867,77.26080999999999,0.6340000301133841,-9999.0,0.0,0.6600000313483179,0.802000038092956,"Nehru Nagar, Delhi - DPCC"
8616,2016.0,9.0,12.0,7.0,46.0,42.0,28.688812,77.20727099999999,0.6660000316333026,0.8380000398028642,3.0,0.2750000130617991,0.8380000398028642,"North Campus, DU, New Delhi - IMD"
8481,2016.0,9.0,12.0,7.0,46.0,40.0,28.535763,77.276433,0.6340000301133841,-9999.0,0.0,0.6600000313483179,0.802000038092956,"Okhla Phase-2, Delhi - DPCC"
8481,2016.0,9.0,12.0,7.0,46.0,40.0,28.619988,77.292355,0.6340000301133841,-9999.0,0.0,0.6600000313483179,0.802000038092956,"Patparganj, Delhi - DPCC"
8617,2016.0,9.0,12.0,7.0,46.0,42.0,28.6683,77.1167,-9999.0,-9999.0,0.0,0.7420000352431089,0.8290000393753871,"Punjabi Bagh, Delhi - DPCC"
8616,2016.0,9.0,12.0,7.0,46.0,42.0,28.637672,77.15714399999999,0.6660000316333026,0.8380000398028642,3.0,0.2750000130617991,0.8380000398028642,"Pusa, New Delhi - IMD"
8481,2016.0,9.0,12.0,7.0,46.0,40.0,28.5648,77.1744,0.6340000301133841,-9999.0,0.0,0.6600000313483179,0.802000038092956,"R K Puram, New Delhi - DPCC"
8752,2016.0,9.0,12.0,7.0,46.0,43.0,28.749471999999997,77.056533,0.6640000315383077,0.7500000356230885,3.0,0.3490000165766105,0.7500000356230885,"Rohini, Delhi - DPCC"
8616,2016.0,9.0,12.0,7.0,46.0,42.0,28.651558,77.158194,0.6660000316333026,0.8380000398028642,3.0,0.2750000130617991,0.8380000398028642,"Shadipur, New Delhi - CPCB"
8481,2016.0,9.0,12.0,7.0,46.0,40.0,28.54965,77.21215,0.6340000301133841,-9999.0,0.0,0.6600000313483179,0.802000038092956,"Sirifort, New Delhi - CPCB"
8751,2016.0,9.0,12.0,7.0,46.0,43.0,28.733247,77.249589,0.6420000304933637,0.8240000391378999,3.0,0.0720000034198165,0.8240000391378999,"Sonia Vihar, Delhi - DPCC"
8615,2016.0,9.0,12.0,7.0,46.0,42.0,28.671246000000004,77.317654,0.7240000343881547,-9999.0,0.0,0.5220000247936696,0.8990000427002087,"Vivek Vihar, Delhi - DPCC"
8751,2016.0,9.0,12.0,7.0,46.0,43.0,28.700217,77.16379,0.6420000304933637,0.8240000391378999,3.0,0.0720000034198165,0.8240000391378999,"Wazirpur, Delhi - DPCC"
19405,2016.0,3.0,11.0,7.0,53.0,40.0,28.6508,77.3152,-9999.0,-9999.0,0.0,0.9300000441726297,-9999.0,"Anand Vihar, Delhi - DPCC"
19541,2016.0,3.0,11.0,7.0,53.0,41.0,28.688454999999998,77.17575,0.6130000291159377,-9999.0,0.0,0.3000000142492354,0.5550000263610855,"Ashok Vihar, Delhi - DPCC"
19272,2016.0,3.0,11.0,7.0,53.0,38.0,28.48,77.13,-9999.0,-9999.0,0.0,1.0000000474974513,-9999.0,"Aya Nagar, New Delhi - IMD"
19541,2016.0,3.0,11.0,7.0,53.0,41.0,28.72835,77.197484,0.6130000291159377,-9999.0,0.0,0.3000000142492354,0.5550000263610855,"Burari Crossing, New Delhi - IMD"
19271,2016.0,3.0,11.0,7.0,53.0,38.0,28.55,77.28,-9999.0,-9999.0,0.0,1.0000000474974513,-9999.0,"CRRI Mathura Road, New Delhi - IMD"
19676,2016.0,3.0,11.0,7.0,53.0,43.0,28.7504,77.11717,0.6040000286884606,-9999.0,0.0,0.19200000911951065,0.6660000316333026,"DTU, New Delhi - CPCB"
19136,2016.0,3.0,11.0,7.0,53.0,37.0,28.499727000000004,77.267095,-9999.0,-9999.0,0.0,1.0000000474974513,-9999.0,"Dr. Karni Singh Shooting Range, Delhi - DPCC†"
19407,2016.0,3.0,11.0,7.0,53.0,40.0,28.572038,77.070837,-9999.0,-9999.0,0.0,0.8990000427002087,-9999.0,"Dwarka-Sector 8, Delhi - DPCC"
19405,2016.0,3.0,11.0,7.0,53.0,40.0,28.655602000000002,77.294687,-9999.0,-9999.0,0.0,0.9300000441726297,-9999.0,"East Arjun Nagar, Delhi - CPCB"
19407,2016.0,3.0,11.0,7.0,53.0,40.0,28.56,77.094,-9999.0,-9999.0,0.0,0.8990000427002087,-9999.0,"IGI Airport Terminal - 3, New Delhi - IMD"
19540,2016.0,3.0,11.0,7.0,53.0,41.0,28.68255,77.30512,0.6690000317757949,-9999.0,0.0,0.4000000189989805,0.7470000354805961,"IHBAS, Dilshad Garden,New Delhi - CPCB"
19406,2016.0,3.0,11.0,7.0,53.0,40.0,28.624059999999997,77.2411,-9999.0,-9999.0,0.0,0.8790000417502597,-9999.0,"ITO, New Delhi - CPCB"
19541,2016.0,3.0,11.0,7.0,53.0,41.0,28.725833,77.162752,0.6130000291159377,-9999.0,0.0,0.3000000142492354,0.5550000263610855,"Jahangirpuri, Delhi - DPCC"
19271,2016.0,3.0,11.0,7.0,53.0,38.0,28.582846000000004,77.23436600000001,-9999.0,-9999.0,0.0,1.0000000474974513,-9999.0,"Jawaharlal Nehru Stadium, Delhi - DPCC"
19406,2016.0,3.0,11.0,7.0,53.0,40.0,28.59,77.24,-9999.0,-9999.0,0.0,0.8790000417502597,-9999.0,"Lodhi Road, New Delhi - IMD"
19406,2016.0,3.0,11.0,7.0,53.0,40.0,28.612441999999998,77.23727199999999,-9999.0,-9999.0,0.0,0.8790000417502597,-9999.0,"Major Dhyan Chand National Stadium, Delhi - DPCC"
19406,2016.0,3.0,11.0,7.0,53.0,40.0,28.6341,77.2005,-9999.0,-9999.0,0.0,0.8790000417502597,-9999.0,"Mandir Marg, New Delhi - DPCC"
19407,2016.0,3.0,11.0,7.0,53.0,40.0,28.608052,77.036187,-9999.0,-9999.0,0.0,0.8990000427002087,-9999.0,"NSIT Dwarka, New Delhi - CPCB"
19408,2016.0,3.0,11.0,7.0,53.0,40.0,28.609013,76.985453,-9999.0,-9999.0,0.0,1.0000000474974513,-9999.0,"Najafgarh, Delhi - DPCC"
19811,2016.0,3.0,11.0,7.0,53.0,44.0,28.853959999999997,77.09178399999999,0.49600002355873585,-9999.0,0.0,0.46700002218130976,0.7550000358605757,"Narela, Delhi - DPCC"
19271,2016.0,3.0,11.0,7.0,53.0,38.0,28.563867,77.26080999999999,-9999.0,-9999.0,0.0,1.0000000474974513,-9999.0,"Nehru Nagar, Delhi - DPCC"
19541,2016.0,3.0,11.0,7.0,53.0,41.0,28.688812,77.20727099999999,0.6130000291159377,-9999.0,0.0,0.3000000142492354,0.5550000263610855,"North Campus, DU, New Delhi - IMD"
19271,2016.0,3.0,11.0,7.0,53.0,38.0,28.535763,77.276433,-9999.0,-9999.0,0.0,1.0000000474974513,-9999.0,"Okhla Phase-2, Delhi - DPCC"
19405,2016.0,3.0,11.0,7.0,53.0,40.0,28.619988,77.292355,-9999.0,-9999.0,0.0,0.9300000441726297,-9999.0,"Patparganj, Delhi - DPCC"
19542,2016.0,3.0,11.0,7.0,53.0,41.0,28.6683,77.1167,0.5260000249836594,-9999.0,0.0,0.24200001149438322,0.7850000372854993,"Punjabi Bagh, Delhi - DPCC"
19406,2016.0,3.0,11.0,7.0,53.0,40.0,28.637672,77.15714399999999,-9999.0,-9999.0,0.0,0.8790000417502597,-9999.0,"Pusa, New Delhi - IMD"
19406,2016.0,3.0,11.0,7.0,53.0,40.0,28.5648,77.1744,-9999.0,-9999.0,0.0,0.8790000417502597,-9999.0,"R K Puram, New Delhi - DPCC"
19677,2016.0,3.0,11.0,7.0,53.0,43.0,28.749471999999997,77.056533,0.5800000275485218,-9999.0,0.0,0.4390000208513811,0.7240000343881547,"Rohini, Delhi - DPCC"
19541,2016.0,3.0,11.0,7.0,53.0,41.0,28.651558,77.158194,0.6130000291159377,-9999.0,0.0,0.3000000142492354,0.5550000263610855,"Shadipur, New Delhi - CPCB"
19271,2016.0,3.0,11.0,7.0,53.0,38.0,28.54965,77.21215,-9999.0,-9999.0,0.0,1.0000000474974513,-9999.0,"Sirifort, New Delhi - CPCB"
19540,2016.0,3.0,11.0,7.0,53.0,41.0,28.733247,77.249589,0.6690000317757949,-9999.0,0.0,0.4000000189989805,0.7470000354805961,"Sonia Vihar, Delhi - DPCC"
19405,2016.0,3.0,11.0,7.0,53.0,40.0,28.671246000000004,77.317654,-9999.0,-9999.0,0.0,0.9300000441726297,-9999.0,"Vivek Vihar, Delhi - DPCC"
19541,2016.0,3.0,11.0,7.0,53.0,41.0,28.700217,77.16379,0.6130000291159377,-9999.0,0.0,0.3000000142492354,0.5550000263610855,"Wazirpur, Delhi - DPCC"
8100,2016.0,12.0,28.0,9.0,6.0,37.0,28.6508,77.3152,0.1150000054622069,0.1150000054622069,3.0,0.0,0.09500000451225787,"Anand Vihar, Delhi - DPCC"
8235,2016.0,12.0,28.0,9.0,6.0,38.0,28.688454999999998,77.17575,0.12300000584218651,0.12300000584218651,3.0,0.0,0.10800000512972474,"Ashok Vihar, Delhi - DPCC"
7830,2016.0,12.0,28.0,9.0,6.0,34.0,28.48,77.13,0.11800000560469925,0.11800000560469925,3.0,0.017000000807456672,0.10600000503472984,"Aya Nagar, New Delhi - IMD"
8235,2016.0,12.0,28.0,9.0,6.0,38.0,28.72835,77.197484,0.12300000584218651,0.12300000584218651,3.0,0.0,0.10800000512972474,"Burari Crossing, New Delhi - IMD"
7965,2016.0,12.0,28.0,9.0,6.0,35.0,28.55,77.28,0.11400000541470945,0.11400000541470945,3.0,0.004000000189989805,0.09500000451225787,"CRRI Mathura Road, New Delhi - IMD"
8235,2016.0,12.0,28.0,9.0,6.0,38.0,28.7504,77.11717,0.12300000584218651,0.12300000584218651,3.0,0.0,0.10800000512972474,"DTU, New Delhi - CPCB"
7830,2016.0,12.0,28.0,9.0,6.0,34.0,28.499727000000004,77.267095,0.11800000560469925,0.11800000560469925,3.0,0.017000000807456672,0.10600000503472984,"Dr. Karni Singh Shooting Range, Delhi - DPCC†"
7965,2016.0,12.0,28.0,9.0,6.0,35.0,28.572038,77.070837,0.11400000541470945,0.11400000541470945,3.0,0.004000000189989805,0.09500000451225787,"Dwarka-Sector 8, Delhi - DPCC"
8100,2016.0,12.0,28.0,9.0,6.0,37.0,28.655602000000002,77.294687,0.1150000054622069,0.1150000054622069,3.0,0.0,0.09500000451225787,"East Arjun Nagar, Delhi - CPCB"
7965,2016.0,12.0,28.0,9.0,6.0,35.0,28.56,77.094,0.11400000541470945,0.11400000541470945,3.0,0.004000000189989805,0.09500000451225787,"IGI Airport Terminal - 3, New Delhi - IMD"
8100,2016.0,12.0,28.0,9.0,6.0,37.0,28.68255,77.30512,0.1150000054622069,0.1150000054622069,3.0,0.0,0.09500000451225787,"IHBAS, Dilshad Garden,New Delhi - CPCB"
8100,2016.0,12.0,28.0,9.0,6.0,37.0,28.624059999999997,77.2411,0.1150000054622069,0.1150000054622069,3.0,0.0,0.09500000451225787,"ITO, New Delhi - CPCB"
8235,2016.0,12.0,28.0,9.0,6.0,38.0,28.725833,77.162752,0.12300000584218651,0.12300000584218651,3.0,0.0,0.10800000512972474,"Jahangirpuri, Delhi - DPCC"
7965,2016.0,12.0,28.0,9.0,6.0,35.0,28.582846000000004,77.23436600000001,0.11400000541470945,0.11400000541470945,3.0,0.004000000189989805,0.09500000451225787,"Jawaharlal Nehru Stadium, Delhi - DPCC"
7965,2016.0,12.0,28.0,9.0,6.0,35.0,28.59,77.24,0.11400000541470945,0.11400000541470945,3.0,0.004000000189989805,0.09500000451225787,"Lodhi Road, New Delhi - IMD"
8100,2016.0,12.0,28.0,9.0,6.0,37.0,28.612441999999998,77.23727199999999,0.1150000054622069,0.1150000054622069,3.0,0.0,0.09500000451225787,"Major Dhyan Chand National Stadium, Delhi - DPCC"
8100,2016.0,12.0,28.0,9.0,6.0,37.0,28.6341,77.2005,0.1150000054622069,0.1150000054622069,3.0,0.0,0.09500000451225787,"Mandir Marg, New Delhi - DPCC"
8100,2016.0,12.0,28.0,9.0,6.0,37.0,28.608052,77.036187,0.1150000054622069,0.1150000054622069,3.0,0.0,0.09500000451225787,"NSIT Dwarka, New Delhi - CPCB"
8100,2016.0,12.0,28.0,9.0,6.0,37.0,28.609013,76.985453,0.1150000054622069,0.1150000054622069,3.0,0.0,0.09500000451225787,"Najafgarh, Delhi - DPCC"
8370,2016.0,12.0,28.0,9.0,6.0,40.0,28.853959999999997,77.09178399999999,0.13000000617466867,0.13000000617466867,3.0,0.0,0.12200000579468906,"Narela, Delhi - DPCC"
7965,2016.0,12.0,28.0,9.0,6.0,35.0,28.563867,77.26080999999999,0.11400000541470945,0.11400000541470945,3.0,0.004000000189989805,0.09500000451225787,"Nehru Nagar, Delhi - DPCC"
8235,2016.0,12.0,28.0,9.0,6.0,38.0,28.688812,77.20727099999999,0.12300000584218651,0.12300000584218651,3.0,0.0,0.10800000512972474,"North Campus, DU, New Delhi - IMD"
7965,2016.0,12.0,28.0,9.0,6.0,35.0,28.535763,77.276433,0.11400000541470945,0.11400000541470945,3.0,0.004000000189989805,0.09500000451225787,"Okhla Phase-2, Delhi - DPCC"
8100,2016.0,12.0,28.0,9.0,6.0,37.0,28.619988,77.292355,0.1150000054622069,0.1150000054622069,3.0,0.0,0.09500000451225787,"Patparganj, Delhi - DPCC"
8100,2016.0,12.0,28.0,9.0,6.0,37.0,28.6683,77.1167,0.1150000054622069,0.1150000054622069,3.0,0.0,0.09500000451225787,"Punjabi Bagh, Delhi - DPCC"
8100,2016.0,12.0,28.0,9.0,6.0,37.0,28.637672,77.15714399999999,0.1150000054622069,0.1150000054622069,3.0,0.0,0.09500000451225787,"Pusa, New Delhi - IMD"
7965,2016.0,12.0,28.0,9.0,6.0,35.0,28.5648,77.1744,0.11400000541470945,0.11400000541470945,3.0,0.004000000189989805,0.09500000451225787,"R K Puram, New Delhi - DPCC"
8235,2016.0,12.0,28.0,9.0,6.0,38.0,28.749471999999997,77.056533,0.12300000584218651,0.12300000584218651,3.0,0.0,0.10800000512972474,"Rohini, Delhi - DPCC"
8100,2016.0,12.0,28.0,9.0,6.0,37.0,28.651558,77.158194,0.1150000054622069,0.1150000054622069,3.0,0.0,0.09500000451225787,"Shadipur, New Delhi - CPCB"
7965,2016.0,12.0,28.0,9.0,6.0,35.0,28.54965,77.21215,0.11400000541470945,0.11400000541470945,3.0,0.004000000189989805,0.09500000451225787,"Sirifort, New Delhi - CPCB"
8235,2016.0,12.0,28.0,9.0,6.0,38.0,28.733247,77.249589,0.12300000584218651,0.12300000584218651,3.0,0.0,0.10800000512972474,"Sonia Vihar, Delhi - DPCC"
8100,2016.0,12.0,28.0,9.0,6.0,37.0,28.671246000000004,77.317654,0.1150000054622069,0.1150000054622069,3.0,0.0,0.09500000451225787,"Vivek Vihar, Delhi - DPCC"
8235,2016.0,12.0,28.0,9.0,6.0,38.0,28.700217,77.16379,0.12300000584218651,0.12300000584218651,3.0,0.0,0.10800000512972474,"Wazirpur, Delhi - DPCC"
27074,2016.0,11.0,4.0,8.0,5.0,5.0,28.6508,77.3152,1.8130000861128792,-9999.0,0.0,0.26400001253932714,-9999.0,"Anand Vihar, Delhi - DPCC"
27210,2016.0,11.0,4.0,8.0,5.0,6.0,28.688454999999998,77.17575,3.118000148097053,-9999.0,0.0,0.2340000111144036,-9999.0,"Ashok Vihar, Delhi - DPCC"
26806,2016.0,11.0,4.0,8.0,5.0,2.0,28.48,77.13,1.0650000505847856,1.2710000603692606,3.0,0.370000017574057,1.2710000603692606,"Aya Nagar, New Delhi - IMD"
27210,2016.0,11.0,4.0,8.0,5.0,6.0,28.72835,77.197484,3.118000148097053,-9999.0,0.0,0.2340000111144036,-9999.0,"Burari Crossing, New Delhi - IMD"
26940,2016.0,11.0,4.0,8.0,5.0,3.0,28.55,77.28,1.0320000490173697,1.3930000661639497,3.0,0.10400000493973494,1.3930000661639497,"CRRI Mathura Road, New Delhi - IMD"
27211,2016.0,11.0,4.0,8.0,5.0,6.0,28.7504,77.11717,2.6420001254882663,-9999.0,0.0,0.10400000493973494,-9999.0,"DTU, New Delhi - CPCB"
26805,2016.0,11.0,4.0,8.0,5.0,2.0,28.499727000000004,77.267095,1.017000048304908,1.1750000558095053,3.0,0.18000000854954123,1.1750000558095053,"Dr. Karni Singh Shooting Range, Delhi - DPCC†"
26942,2016.0,11.0,4.0,8.0,5.0,3.0,28.572038,77.070837,1.3080000621266663,-9999.0,0.0,0.3470000164816156,1.6690000792732462,"Dwarka-Sector 8, Delhi - DPCC"
27074,2016.0,11.0,4.0,8.0,5.0,5.0,28.655602000000002,77.294687,1.8130000861128792,-9999.0,0.0,0.26400001253932714,-9999.0,"East Arjun Nagar, Delhi - CPCB"
26942,2016.0,11.0,4.0,8.0,5.0,3.0,28.56,77.094,1.3080000621266663,-9999.0,0.0,0.3470000164816156,1.6690000792732462,"IGI Airport Terminal - 3, New Delhi - IMD"
27074,2016.0,11.0,4.0,8.0,5.0,5.0,28.68255,77.30512,1.8130000861128792,-9999.0,0.0,0.26400001253932714,-9999.0,"IHBAS, Dilshad Garden,New Delhi - CPCB"
