Year,Month,Day,Hour,Minute,Second,Latitude,Longitude,Deep_Blue_Aerosol_Optical_Depth_550_Land,AOD_550_Dark_Target_Deep_Blue_Combined,AOD_550_Dark_Target_Deep_Blue_Combined_QA_Flag,Aerosol_Cloud_Fraction_Land,Image_Optical_Depth_Land_And_Ocean
2017.0,11.0,28.0,8.0,20.0,10.0,15.421124458312988,79.89705657958984,0.6910000328207389,0.49400002346374094,3.0,0.257000012206845,0.49400002346374094
2017.0,11.0,28.0,8.0,20.0,10.0,15.405820846557617,79.77838897705078,0.6210000294959173,0.4330000205663964,3.0,0.2870000136317685,0.4330000205663964
2017.0,11.0,28.0,8.0,20.0,10.0,15.390729904174805,79.6618423461914,0.5570000264560804,0.390000018524006,3.0,0.17400000826455653,0.390000018524006
2017.0,11.0,28.0,8.0,20.0,10.0,15.375805854797363,79.54704284667969,0.4970000236062333,0.42000001994892955,3.0,0.30700001458171755,0.42000001994892955
2017.0,11.0,28.0,8.0,20.0,10.0,15.361061096191406,79.43405151367188,0.5110000242711976,0.34600001643411815,3.0,0.42200002004392445,0.34600001643411815
2017.0,11.0,28.0,8.0,20.0,10.0,15.34646987915039,79.32267761230469,0.5570000264560804,-9999.0,0.0,0.45500002161134034,0.2340000111144036
2017.0,11.0,28.0,8.0,20.0,10.0,15.331972122192383,79.21244812011719,0.4870000231312588,-9999.0,0.0,0.3920000186190009,0.40600001928396523
2017.0,11.0,28.0,8.0,20.0,10.0,15.317605972290039,79.1036148071289,0.46300002199131995,-9999.0,0.0,0.7790000370005146,0.452000021468848
2017.0,11.0,28.0,8.0,20.0,10.0,15.303546905517578,78.99744415283203,-9999.0,-9999.0,0.0,0.904000042937696,-9999.0
2017.0,11.0,28.0,8.0,20.0,10.0,15.289514541625977,78.89189147949219,0.5560000264085829,-9999.0,0.0,0.5000000237487257,0.3640000172890723
2017.0,11.0,28.0,8.0,20.0,10.0,15.27541732788086,78.78627014160156,0.3650000173365697,0.3780000179540366,3.0,0.30700001458171755,0.3780000179540366
2017.0,11.0,28.0,8.0,20.0,10.0,15.26173210144043,78.68399810791016,0.36700001743156463,0.3680000174790621,3.0,0.1970000093569979,0.3680000174790621
2017.0,11.0,28.0,8.0,20.0,10.0,15.248106956481934,78.58253479003906,0.41200001956894994,0.5520000262185931,3.0,0.04500000213738531,0.5520000262185931
2017.0,11.0,28.0,8.0,20.0,10.0,15.234492301940918,78.48152160644531,0.30500001448672265,0.4330000205663964,3.0,0.0,0.4330000205663964
2017.0,11.0,28.0,8.0,20.0,10.0,15.22095775604248,78.38143157958984,0.3430000162916258,0.3180000151041895,3.0,0.20400000968948007,0.3180000151041895
2017.0,11.0,28.0,8.0,20.0,10.0,15.207498550415039,78.2822265625,0.4250000201864168,-9999.0,0.0,0.6720000319182873,0.32100001524668187
2017.0,11.0,28.0,8.0,20.0,10.0,15.19410514831543,78.18383026123047,-9999.0,-9999.0,0.0,0.7620000361930579,0.41200001956894994
2017.0,11.0,28.0,8.0,20.0,10.0,15.180773735046387,78.08621215820312,0.27400001301430166,-9999.0,0.0,0.3140000149141997,0.3200000151991844
2017.0,11.0,28.0,8.0,20.0,10.0,15.167444229125977,77.98894500732422,0.3430000162916258,-9999.0,0.0,0.09700000460725278,0.11600000550970435
2017.0,11.0,28.0,8.0,20.0,10.0,15.154230117797852,77.8927993774414,0.3370000160066411,0.2830000134417787,3.0,0.20200000959448516,0.2830000134417787
2017.0,11.0,28.0,8.0,20.0,10.0,15.141069412231445,77.7973403930664,0.4560000216588378,-9999.0,0.0,0.7820000371430069,0.3490000165766105
2017.0,11.0,28.0,8.0,20.0,10.0,15.127955436706543,77.70250701904297,-9999.0,-9999.0,0.0,0.8120000385679305,-9999.0
2017.0,11.0,28.0,8.0,20.0,10.0,15.114852905273438,77.60806274414062,0.38700001838151366,-9999.0,0.0,0.7270000345306471,0.30100001429673284
2017.0,11.0,28.0,8.0,20.0,10.0,15.101764678955078,77.5140151977539,0.3350000159116462,-9999.0,0.0,0.4620000219438225,0.2300000109244138
2017.0,11.0,28.0,8.0,20.0,10.0,15.088695526123047,77.42039489746094,0.2340000111144036,0.1480000070296228,3.0,0.34200001624412835,0.1480000070296228
2017.0,11.0,28.0,8.0,20.0,10.0,15.075654983520508,77.32725524902344,0.27600001310929656,0.2890000137267634,3.0,0.25400001206435263,0.2890000137267634
2017.0,11.0,28.0,8.0,20.0,10.0,15.062613487243652,77.2343978881836,0.2920000138692558,0.30100001429673284,3.0,0.45700002170633525,0.30100001429673284
2017.0,11.0,28.0,8.0,20.0,10.0,15.049579620361328,77.14186096191406,0.31900001515168697,0.339000016101636,3.0,0.4270000202814117,0.339000016101636
2017.0,11.0,28.0,8.0,20.0,10.0,15.036540031433105,77.04957580566406,0.35000001662410796,-9999.0,0.0,0.545000025886111,0.4500000213738531
2017.0,11.0,28.0,8.0,20.0,10.0,15.023480415344238,76.95743560791016,0.3290000156266615,-9999.0,0.0,0.5370000255061314,0.2810000133467838
2017.0,11.0,28.0,8.0,20.0,10.0,15.010412216186523,76.86549377441406,0.09500000451225787,-9999.0,0.0,0.5600000265985727,0.30500001448672265
2017.0,11.0,28.0,8.0,20.0,10.0,14.997318267822266,76.7736587524414,0.2940000139642507,-9999.0,0.0,0.5570000264560804,0.10900000517722219
2017.0,11.0,28.0,8.0,20.0,10.0,14.984197616577148,76.68191528320312,0.2610000123968348,0.07700000365730375,3.0,0.08200000389479101,0.07700000365730375
2017.0,11.0,28.0,8.0,20.0,10.0,14.971046447753906,76.59022521972656,0.13000000617466867,0.08800000417977571,3.0,0.0390000018524006,0.08800000417977571
2017.0,11.0,28.0,8.0,20.0,10.0,14.95785140991211,76.49848175048828,0.15300000726711005,-0.050000002374872565,3.0,0.0720000034198165,-0.050000002374872565
2017.0,11.0,28.0,8.0,20.0,10.0,14.94460678100586,76.40666198730469,0.1170000055572018,-0.009000000427477062,3.0,0.017000000807456672,-0.009000000427477062
2017.0,11.0,28.0,8.0,20.0,10.0,14.931303024291992,76.31471252441406,0.08600000408478081,-0.050000002374872565,3.0,0.004000000189989805,-0.050000002374872565
2017.0,11.0,28.0,8.0,20.0,10.0,14.917938232421875,76.2226333618164,0.15900000755209476,-0.02200000104494393,3.0,0.0020000000949949026,-0.02200000104494393
2017.0,11.0,28.0,8.0,20.0,10.0,14.90450668334961,76.13035583496094,0.33800001605413854,0.06400000303983688,3.0,0.009000000427477062,0.06400000303983688
2017.0,11.0,28.0,8.0,20.0,10.0,14.891010284423828,76.03791046142578,0.21300001011695713,-0.00800000037997961,3.0,0.0,-0.00800000037997961
2017.0,11.0,28.0,8.0,20.0,10.0,14.877409934997559,75.94503021240234,0.21400001016445458,0.05100000242237002,3.0,0.029000001377426088,0.05100000242237002
2017.0,11.0,28.0,8.0,20.0,10.0,14.863731384277344,75.8519058227539,0.17200000816956162,0.0,3.0,0.0,0.0
2017.0,11.0,28.0,8.0,20.0,10.0,14.849949836730957,75.75834655761719,0.2530000120168552,0.03300000156741589,3.0,0.0,0.03300000156741589
2017.0,11.0,28.0,8.0,20.0,10.0,14.836065292358398,75.66436767578125,0.22500001068692654,0.050000002374872565,3.0,0.004000000189989805,0.050000002374872565
2017.0,11.0,28.0,8.0,20.0,10.0,14.822080612182617,75.57001495361328,0.17100000812206417,-0.004000000189989805,3.0,0.0,-0.004000000189989805
2017.0,11.0,28.0,8.0,20.0,10.0,14.807961463928223,75.47502136230469,0.19400000921450555,0.06900000327732414,3.0,0.0,0.06900000327732414
2017.0,11.0,28.0,8.0,20.0,10.0,14.793722152709961,75.37952423095703,0.25400001206435263,0.09200000436976552,3.0,0.007000000332482159,0.09200000436976552
2017.0,11.0,28.0,8.0,20.0,10.0,14.779326438903809,75.28327178955078,0.20500000973697752,0.09700000460725278,3.0,0.0,0.09700000460725278
2017.0,11.0,28.0,8.0,20.0,10.0,14.764815330505371,75.18653869628906,0.22100001049693674,0.08200000389479101,3.0,0.0,0.08200000389479101
2017.0,11.0,28.0,8.0,20.0,10.0,14.750131607055664,75.08895874023438,0.22900001087691635,0.07500000356230885,3.0,0.0,0.07500000356230885
2017.0,11.0,28.0,8.0,20.0,10.0,14.735300064086914,74.9906997680664,0.17500000831205398,0.1850000087870285,3.0,0.0,0.1850000087870285
2017.0,11.0,28.0,8.0,20.0,10.0,14.720259666442871,74.89136505126953,0.17400000826455653,0.21500001021195203,3.0,0.0,0.21500001021195203
2017.0,11.0,28.0,8.0,20.0,10.0,14.705038070678711,74.79115295410156,0.17600000835955143,0.21100001002196223,3.0,0.0,0.21100001002196223
2017.0,11.0,28.0,8.0,20.0,10.0,14.68964672088623,74.69014739990234,0.17600000835955143,0.19800000940449536,3.0,0.0,0.19800000940449536
2017.0,11.0,28.0,8.0,20.0,10.0,14.673986434936523,74.58769226074219,0.18200000864453614,0.2240000106394291,3.0,0.0,0.2240000106394291
2017.0,11.0,28.0,8.0,20.0,10.0,14.65799331665039,74.48338317871094,0.21700001030694693,0.2610000123968348,3.0,0.0,0.2610000123968348
2017.0,11.0,28.0,8.0,20.0,10.0,14.641983032226562,74.37933349609375,0.2010000095469877,0.2300000109244138,3.0,0.0,0.2300000109244138
2017.0,11.0,28.0,8.0,20.0,10.0,14.625595092773438,74.27315521240234,0.2610000123968348,-9999.0,0.0,0.004000000189989805,0.24600001168437302
2017.0,11.0,28.0,8.0,20.0,10.0,14.609024047851562,74.16615295410156,-9999.0,-9999.0,0.0,-9999.0,-9999.0
2017.0,11.0,28.0,8.0,20.0,10.0,14.59218978881836,74.05781555175781,-9999.0,-9999.0,0.0,-9999.0,-9999.0
2017.0,11.0,28.0,8.0,20.0,10.0,14.575071334838867,73.94801330566406,-9999.0,-9999.0,0.0,-9999.0,-9999.0
2017.0,11.0,28.0,8.0,20.0,10.0,14.55765151977539,73.83666229248047,-9999.0,-9999.0,0.0,-9999.0,-9999.0
2017.0,11.0,28.0,8.0,20.0,10.0,14.53991413116455,73.72366333007812,-9999.0,-9999.0,0.0,-9999.0,-9999.0
2017.0,11.0,28.0,8.0,20.0,10.0,14.521841049194336,73.60893249511719,-9999.0,-9999.0,0.0,-9999.0,-9999.0
2017.0,11.0,28.0,8.0,20.0,10.0,14.503414154052734,73.49235534667969,-9999.0,-9999.0,0.0,-9999.0,-9999.0
2017.0,11.0,28.0,8.0,20.0,10.0,14.484609603881836,73.37382507324219,-9999.0,-9999.0,0.0,-9999.0,-9999.0
2017.0,11.0,28.0,8.0,20.0,10.0,14.465409278869629,73.25321960449219,-9999.0,-9999.0,0.0,-9999.0,-9999.0
2017.0,11.0,28.0,8.0,20.0,10.0,14.445788383483887,73.13041687011719,-9999.0,-9999.0,0.0,-9999.0,-9999.0
2017.0,11.0,28.0,8.0,20.0,10.0,14.4257230758667,73.00530242919922,-9999.0,-9999.0,0.0,-9999.0,-9999.0
2017.0,11.0,28.0,8.0,20.0,10.0,14.405187606811523,72.87773895263672,-9999.0,-9999.0,0.0,-9999.0,-9999.0
2017.0,11.0,28.0,8.0,20.0,10.0,14.384156227111816,72.7475814819336,-9999.0,-9999.0,0.0,-9999.0,-9999.0
2017.0,11.0,28.0,8.0,20.0,10.0,14.362598419189453,72.61467742919922,-9999.0,-9999.0,0.0,-9999.0,-9999.0
2017.0,11.0,28.0,8.0,20.0,10.0,14.340482711791992,72.47886657714844,-9999.0,-9999.0,0.0,-9999.0,-9999.0
2017.0,11.0,28.0,8.0,20.0,10.0,14.317773818969727,72.33997344970703,-9999.0,-9999.0,0.0,-9999.0,-9999.0
2017.0,11.0,28.0,8.0,20.0,10.0,14.294435501098633,72.19780731201172,-9999.0,-9999.0,0.0,-9999.0,-9999.0
2017.0,11.0,28.0,8.0,20.0,10.0,14.270429611206055,72.05217742919922,-9999.0,-9999.0,0.0,-9999.0,-9999.0
2017.0,11.0,28.0,8.0,20.0,10.0,14.245712280273438,71.9028549194336,-9999.0,-9999.0,0.0,-9999.0,-9999.0
2017.0,11.0,28.0,8.0,20.0,10.0,14.220237731933594,71.7496109008789,-9999.0,-9999.0,0.0,-9999.0,-9999.0
2017.0,11.0,28.0,8.0,20.0,10.0,14.193954467773438,71.59219360351562,-9999.0,-9999.0,0.0,-9999.0,-9999.0
2017.0,11.0,28.0,8.0,20.0,10.0,14.166807174682617,71.43032836914062,-9999.0,-9999.0,0.0,-9999.0,-9999.0
2017.0,11.0,28.0,8.0,20.0,10.0,14.138736724853516,71.26371765136719,-9999.0,-9999.0,0.0,-9999.0,-9999.0
2017.0,11.0,28.0,8.0,20.0,10.0,14.109675407409668,71.0920181274414,-9999.0,-9999.0,0.0,-9999.0,-9999.0
2017.0,11.0,28.0,8.0,20.0,10.0,14.079549789428711,70.91488647460938,-9999.0,-9999.0,0.0,-9999.0,-9999.0
2017.0,11.0,28.0,8.0,20.0,10.0,14.0482816696167,70.73191833496094,-9999.0,-9999.0,0.0,-9999.0,-9999.0
2017.0,11.0,28.0,8.0,20.0,10.0,14.015782356262207,70.54270935058594,-9999.0,-9999.0,0.0,-9999.0,-9999.0
2017.0,11.0,28.0,8.0,20.0,10.0,13.981954574584961,70.34675598144531,-9999.0,-9999.0,0.0,-9999.0,-9999.0
2017.0,11.0,28.0,8.0,20.0,10.0,13.946687698364258,70.1435546875,-9999.0,-9999.0,0.0,-9999.0,-9999.0
2017.0,11.0,28.0,8.0,20.0,10.0,13.909863471984863,69.93252563476562,-9999.0,-9999.0,0.0,-9999.0,-9999.0
2017.0,11.0,28.0,8.0,20.0,10.0,13.871343612670898,69.71300506591797,-9999.0,-9999.0,0.0,-9999.0,-9999.0
2017.0,11.0,28.0,8.0,20.0,10.0,13.830978393554688,69.48429107666016,-9999.0,0.26600001263432205,3.0,-9999.0,0.26600001263432205
2017.0,11.0,28.0,8.0,20.0,10.0,13.788591384887695,69.24554443359375,-9999.0,0.29700001410674304,3.0,-9999.0,0.29700001410674304
2017.0,11.0,28.0,8.0,20.0,10.0,13.74399185180664,68.9958724975586,-9999.0,0.32100001524668187,3.0,-9999.0,0.32100001524668187
2017.0,11.0,28.0,8.0,20.0,10.0,13.696949005126953,68.73420715332031,-9999.0,0.3180000151041895,3.0,-9999.0,0.3180000151041895
2017.0,11.0,28.0,8.0,20.0,10.0,13.647212028503418,68.45938110351562,-9999.0,0.3510000166716054,3.0,-9999.0,0.3510000166716054
2017.0,11.0,28.0,8.0,20.0,10.0,13.594474792480469,68.16996765136719,-9999.0,0.42400002013891935,3.0,-9999.0,0.42400002013891935
2017.0,11.0,28.0,8.0,20.0,10.0,13.538389205932617,67.86439514160156,-9999.0,0.49600002355873585,3.0,-9999.0,0.49600002355873585
2017.0,11.0,28.0,8.0,20.0,10.0,13.478548049926758,67.54077911376953,-9999.0,-9999.0,0.0,-9999.0,-9999.0
2017.0,11.0,28.0,8.0,20.0,10.0,13.414459228515625,67.19691467285156,-9999.0,-9999.0,0.0,-9999.0,0.4950000235112384
2017.0,11.0,28.0,8.0,20.0,10.0,13.345552444458008,66.83023071289062,-9999.0,-9999.0,0.0,-9999.0,0.4460000211838633
2017.0,11.0,28.0,8.0,20.0,10.0,13.271121978759766,66.43759155273438,-9999.0,-9999.0,0.0,-9999.0,0.5100000242237002
2017.0,11.0,28.0,8.0,20.0,11.0,16.329288482666016,87.20464324951172,-9999.0,0.25800001225434244,3.0,-9999.0,0.25800001225434244
2017.0,11.0,28.0,8.0,20.0,11.0,16.289316177368164,86.78775024414062,-9999.0,-9999.0,0.0,-9999.0,0.29900001420173794
2017.0,11.0,28.0,8.0,20.0,11.0,16.25136947631836,86.39962768554688,-9999.0,-9999.0,0.0,-9999.0,0.3550000168615952
2017.0,11.0,28.0,8.0,20.0,11.0,16.215238571166992,86.0366439819336,-9999.0,0.370000017574057,3.0,-9999.0,0.370000017574057
2017.0,11.0,28.0,8.0,20.0,11.0,16.180757522583008,85.69586944580078,-9999.0,0.3100000147242099,3.0,-9999.0,0.3100000147242099
2017.0,11.0,28.0,8.0,20.0,11.0,16.147769927978516,85.37478637695312,-9999.0,0.2550000121118501,3.0,-9999.0,0.2550000121118501
2017.0,11.0,28.0,8.0,20.0,11.0,16.116151809692383,85.07129669189453,-9999.0,0.25800001225434244,3.0,-9999.0,0.25800001225434244
2017.0,11.0,28.0,8.0,20.0,11.0,16.085783004760742,84.78361511230469,-9999.0,0.27600001310929656,3.0,-9999.0,0.27600001310929656
2017.0,11.0,28.0,8.0,20.0,11.0,16.056568145751953,84.51023864746094,-9999.0,0.2900000137742609,3.0,-9999.0,0.2900000137742609
2017.0,11.0,28.0,8.0,20.0,11.0,16.028413772583008,84.24981689453125,-9999.0,0.30700001458171755,3.0,-9999.0,0.30700001458171755
2017.0,11.0,28.0,8.0,20.0,11.0,16.00124740600586,84.00120544433594,-9999.0,0.3290000156266615,3.0,-9999.0,0.3290000156266615
2017.0,11.0,28.0,8.0,20.0,11.0,15.974991798400879,83.76338195800781,-9999.0,0.32300001534167677,3.0,-9999.0,0.32300001534167677
2017.0,11.0,28.0,8.0,20.0,11.0,15.949583053588867,83.53544616699219,-9999.0,0.3120000148192048,3.0,-9999.0,0.3120000148192048
2017.0,11.0,28.0,8.0,20.0,11.0,15.924962997436523,83.31660461425781,-9999.0,0.3020000143442303,3.0,-9999.0,0.3020000143442303
2017.0,11.0,28.0,8.0,20.0,11.0,15.901082038879395,83.10615539550781,-9999.0,0.3180000151041895,3.0,-9999.0,0.3180000151041895
2017.0,11.0,28.0,8.0,20.0,11.0,15.877886772155762,82.90345001220703,-9999.0,0.3350000159116462,3.0,-9999.0,0.3350000159116462
2017.0,11.0,28.0,8.0,20.0,11.0,15.855335235595703,82.70792388916016,-9999.0,0.339000016101636,3.0,-9999.0,0.339000016101636
2017.0,11.0,28.0,8.0,20.0,11.0,15.833389282226562,82.51907348632812,-9999.0,0.3310000157216564,3.0,-9999.0,0.3310000157216564
2017.0,11.0,28.0,8.0,20.0,11.0,15.812009811401367,82.33642578125,-9999.0,0.3040000144392252,3.0,-9999.0,0.3040000144392252
2017.0,11.0,28.0,8.0,20.0,11.0,15.791162490844727,82.15956115722656,-9999.0,0.2920000138692558,3.0,-9999.0,0.2920000138692558
2017.0,11.0,28.0,8.0,20.0,11.0,15.7708158493042,81.98809814453125,-9999.0,0.30500001448672265,3.0,-9999.0,0.30500001448672265
2017.0,11.0,28.0,8.0,20.0,11.0,15.75094223022461,81.82169342041016,-9999.0,0.29300001391675323,3.0,-9999.0,0.29300001391675323
2017.0,11.0,28.0,8.0,20.0,11.0,15.731512069702148,81.6600112915039,-9999.0,0.2870000136317685,3.0,-9999.0,0.2870000136317685
2017.0,11.0,28.0,8.0,20.0,11.0,15.712501525878906,81.50274658203125,-9999.0,0.28400001348927617,3.0,-9999.0,0.28400001348927617
2017.0,11.0,28.0,8.0,20.0,11.0,15.693887710571289,81.34966278076172,-9999.0,0.3290000156266615,3.0,-9999.0,0.3290000156266615
2017.0,11.0,28.0,8.0,20.0,11.0,15.67564582824707,81.20046997070312,-9999.0,0.370000017574057,3.0,-9999.0,0.370000017574057
2017.0,11.0,28.0,8.0,20.0,11.0,15.657756805419922,81.0549545288086,-9999.0,0.2710000128718093,1.0,-9999.0,0.2710000128718093
2017.0,11.0,28.0,8.0,20.0,11.0,15.640202522277832,80.91290283203125,-9999.0,0.27200001291930676,1.0,-9999.0,0.27200001291930676
2017.0,11.0,28.0,8.0,20.0,11.0,15.622961044311523,80.77410125732422,-9999.0,0.31700001505669206,1.0,-9999.0,0.31700001505669206
2017.0,11.0,28.0,8.0,20.0,11.0,15.606019973754883,80.63838195800781,-9999.0,0.43200002051889896,1.0,-9999.0,0.43200002051889896
2017.0,11.0,28.0,8.0,20.0,11.0,15.58935832977295,80.50554656982422,-9999.0,0.2890000137267634,1.0,-9999.0,0.2890000137267634
2017.0,11.0,28.0,8.0,20.0,11.0,15.572962760925293,80.37544250488281,-9999.0,0.2670000126818195,1.0,-9999.0,0.2670000126818195
2017.0,11.0,28.0,8.0,20.0,11.0,15.556818008422852,80.24791717529297,0.6280000298283994,-9999.0,0.0,0.0020000000949949026,0.636000030208379
2017.0,11.0,28.0,8.0,20.0,11.0,15.540905952453613,80.1227798461914,0.5470000259811059,0.46900002227630466,3.0,0.1520000072196126,0.46900002227630466
2017.0,11.0,28.0,8.0,20.0,11.0,15.525211334228516,79.9999008178711,0.6210000294959173,0.45300002151634544,3.0,0.144000006839633,0.45300002151634544
2017.0,11.0,28.0,8.0,20.0,11.0,15.509735107421875,79.87923431396484,0.7220000342931598,0.4970000236062333,3.0,0.4070000193314627,0.4970000236062333
2017.0,11.0,28.0,8.0,20.0,11.0,15.494463920593262,79.76067352294922,0.6640000315383077,0.4540000215638429,3.0,0.257000012206845,0.4540000215638429
2017.0,11.0,28.0,8.0,20.0,11.0,15.479363441467285,79.6439208984375,0.5150000244611874,0.33600001595914364,3.0,0.0720000034198165,0.33600001595914364
2017.0,11.0,28.0,8.0,20.0,11.0,15.46444320678711,79.52901458740234,0.46300002199131995,0.31700001505669206,3.0,0.05400000256486237,0.31700001505669206
2017.0,11.0,28.0,8.0,20.0,11.0,15.44970417022705,79.41595458984375,0.441000020946376,0.2920000138692558,3.0,0.14200000674463809,0.2920000138692558
2017.0,11.0,28.0,8.0,20.0,11.0,15.43513298034668,79.30459594726562,0.5520000262185931,-9999.0,0.0,0.33000001567415893,0.21800001035444438
2017.0,11.0,28.0,8.0,20.0,11.0,15.420537948608398,79.19355773925781,0.6000000284984708,-9999.0,0.0,0.6420000304933637,0.35800001700408757
2017.0,11.0,28.0,8.0,20.0,11.0,15.406318664550781,79.08567810058594,0.5100000242237002,-9999.0,0.0,0.6570000312058255,0.35400001681409776
2017.0,11.0,28.0,8.0,20.0,11.0,15.392226219177246,78.97917175292969,0.5990000284509733,0.31100001477170736,3.0,0.07900000375229865,0.31100001477170736
2017.0,11.0,28.0,8.0,20.0,11.0,15.378186225891113,78.87345886230469,0.5210000247461721,0.32100001524668187,3.0,0.15500000736210495,0.32100001524668187
2017.0,11.0,28.0,8.0,20.0,11.0,15.364180564880371,78.76841735839844,0.3020000143442303,0.3310000157216564,3.0,0.16700000793207437,0.3310000157216564
