local,value,latitude,longitude
2017-11-27,167.0,28.6683,77.1167
2017-11-28,,,
2017-11-29,92.0,28.6683,77.1167
2017-11-30,,,
2017-12-01,,,
2017-12-02,,,
2017-12-03,,,
2017-12-04,,,
2017-12-05,,,
2017-12-06,156.30769230769232,28.66830000000001,77.11670000000002
2017-12-07,119.5,28.66829999999999,77.11670000000001
2017-12-08,199.53125,28.668300000000016,77.11670000000002
2017-12-09,264.296875,28.66830000000003,77.11669999999995
2017-12-10,310.18461538461537,28.66830000000003,77.11669999999995
2017-12-11,264.75471698113205,28.668300000000027,77.11670000000002
2017-12-12,162.42307692307693,28.668300000000027,77.11670000000002
2017-12-13,186.11111111111111,28.668299999999995,77.11670000000001
2017-12-14,148.0,28.6683,77.1167
2017-12-15,169.3125,28.66829999999999,77.11670000000001
2017-12-16,,,
2017-12-17,,,
2017-12-18,165.7,28.668300000000023,77.11670000000002
2017-12-19,271.11764705882354,28.66829999999999,77.11670000000001
2017-12-20,424.85714285714283,28.668299999999995,77.1167
2017-12-21,292.47058823529414,28.668300000000016,77.11670000000002
2017-12-22,127.26470588235294,28.668300000000016,77.11670000000002
2017-12-23,183.6216216216216,28.66830000000002,77.11670000000002
2017-12-24,231.8709677419355,28.668300000000016,77.11670000000002
2017-12-25,473.2,28.668299999999995,77.11670000000001
2017-12-26,488.0,28.6683,77.1167
2017-12-27,310.46153846153845,28.66830000000002,77.11670000000002
2017-12-28,264.9230769230769,28.66830000000002,77.11670000000002
2017-12-29,321.6585365853659,28.668300000000023,77.11670000000002
2017-12-30,286.3181818181818,28.668300000000002,77.11670000000002
2017-12-31,557.0,28.6683,77.1167
