,Year,Month,Day,Hour,Minute,Second,Latitude,Longitude,Optical_Depth_Land_And_Ocean,Image_Optical_Depth_Land_And_Ocean,Land_sea_Flag,Land_Ocean_Quality_Flag,Location
108162,2017.0,6.0,27.0,7.0,46.0,57.0,28.637672,77.15714399999999,-9999.0,-9999.0,1.0,-9999.0,Pusa
108162,2017.0,6.0,27.0,7.0,46.0,57.0,28.65169907,77.15809631,-9999.0,-9999.0,1.0,-9999.0,Shadipur
108613,2017.0,6.0,27.0,7.0,46.0,57.0,28.66830063,77.11669922,-9999.0,-9999.0,1.0,-9999.0,Punjabi Bagh
106811,2017.0,6.0,27.0,7.0,46.0,55.0,28.56,77.094,-9999.0,-9999.0,1.0,-9999.0,IGI Airport
107713,2017.0,6.0,27.0,7.0,46.0,55.0,28.590999600000004,77.05000305,-9999.0,-9999.0,1.0,-9999.0,NSIT Dwarka
105908,2017.0,6.0,27.0,7.0,46.0,54.0,28.48,77.13,-9999.0,-9999.0,1.0,-9999.0,Aya Nagar
106356,2017.0,6.0,27.0,7.0,46.0,54.0,28.55,77.28,-9999.0,-9999.0,1.0,-9999.0,CRRI Mathura
106809,2017.0,6.0,27.0,7.0,46.0,55.0,28.56480026,77.17440033,-9999.0,-9999.0,1.0,-9999.0,R K Puram
106357,2017.0,6.0,27.0,7.0,46.0,54.0,28.54965,77.21215,-9999.0,-9999.0,1.0,-9999.0,Sirifort
107710,2017.0,6.0,27.0,7.0,46.0,55.0,28.63575935,77.22444916,-9999.0,-9999.0,1.0,-9999.0,US Diplomatic Post: New Delhi
107709,2017.0,6.0,27.0,7.0,46.0,55.0,28.62350082,77.24939728,-9999.0,-9999.0,1.0,-9999.0,ITO
107259,2017.0,6.0,27.0,7.0,46.0,55.0,28.59,77.24,-9999.0,-9999.0,1.0,-9999.0,Lodhi Road
266,2017.0,9.0,13.0,8.0,0.0,10.0,28.63409996,77.20050049,-9999.0,-9999.0,1.0,-9999.0,Mandir
267,2017.0,9.0,13.0,8.0,0.0,10.0,28.637672,77.15714399999999,-9999.0,-9999.0,1.0,-9999.0,Pusa
267,2017.0,9.0,13.0,8.0,0.0,10.0,28.65169907,77.15809631,-9999.0,-9999.0,1.0,-9999.0,Shadipur
268,2017.0,9.0,13.0,8.0,0.0,10.0,28.66830063,77.11669922,-9999.0,-9999.0,1.0,-9999.0,Punjabi Bagh
269,2017.0,9.0,13.0,8.0,0.0,10.0,28.56,77.094,-9999.0,-9999.0,1.0,-9999.0,IGI Airport
270,2017.0,9.0,13.0,8.0,0.0,10.0,28.590999600000004,77.05000305,-9999.0,-9999.0,1.0,-9999.0,NSIT Dwarka
268,2017.0,9.0,13.0,8.0,0.0,10.0,28.48,77.13,-9999.0,-9999.0,1.0,-9999.0,Aya Nagar
263,2017.0,9.0,13.0,8.0,0.0,10.0,28.55,77.28,-9999.0,-9999.0,1.0,-9999.0,CRRI Mathura
266,2017.0,9.0,13.0,8.0,0.0,10.0,28.56480026,77.17440033,-9999.0,-9999.0,1.0,-9999.0,R K Puram
265,2017.0,9.0,13.0,8.0,0.0,10.0,28.54965,77.21215,-9999.0,-9999.0,1.0,-9999.0,Sirifort
265,2017.0,9.0,13.0,8.0,0.0,10.0,28.63575935,77.22444916,-9999.0,-9999.0,1.0,-9999.0,US Diplomatic Post: New Delhi
264,2017.0,9.0,13.0,8.0,0.0,10.0,28.62350082,77.24939728,-9999.0,-9999.0,1.0,-9999.0,ITO
264,2017.0,9.0,13.0,8.0,0.0,10.0,28.59,77.24,-9999.0,-9999.0,1.0,-9999.0,Lodhi Road
304507,2017.0,3.0,8.0,8.0,30.0,8.0,28.63409996,77.20050049,-9999.0,-9999.0,1.0,-9999.0,Mandir
304507,2017.0,3.0,8.0,8.0,30.0,8.0,28.637672,77.15714399999999,-9999.0,-9999.0,1.0,-9999.0,Pusa
304507,2017.0,3.0,8.0,8.0,30.0,8.0,28.65169907,77.15809631,-9999.0,-9999.0,1.0,-9999.0,Shadipur
304508,2017.0,3.0,8.0,8.0,30.0,8.0,28.66830063,77.11669922,-9999.0,-9999.0,1.0,-9999.0,Punjabi Bagh
304509,2017.0,3.0,8.0,8.0,30.0,8.0,28.56,77.094,-9999.0,-9999.0,1.0,-9999.0,IGI Airport
304510,2017.0,3.0,8.0,8.0,30.0,8.0,28.590999600000004,77.05000305,-9999.0,-9999.0,1.0,-9999.0,NSIT Dwarka
304057,2017.0,3.0,8.0,8.0,30.0,8.0,28.48,77.13,-9999.0,-9999.0,1.0,-9999.0,Aya Nagar
304505,2017.0,3.0,8.0,8.0,30.0,8.0,28.55,77.28,-9999.0,-9999.0,1.0,-9999.0,CRRI Mathura
304507,2017.0,3.0,8.0,8.0,30.0,8.0,28.56480026,77.17440033,-9999.0,-9999.0,1.0,-9999.0,R K Puram
304506,2017.0,3.0,8.0,8.0,30.0,8.0,28.54965,77.21215,-9999.0,-9999.0,1.0,-9999.0,Sirifort
304506,2017.0,3.0,8.0,8.0,30.0,8.0,28.63575935,77.22444916,-9999.0,-9999.0,1.0,-9999.0,US Diplomatic Post: New Delhi
304506,2017.0,3.0,8.0,8.0,30.0,8.0,28.62350082,77.24939728,-9999.0,-9999.0,1.0,-9999.0,ITO
304506,2017.0,3.0,8.0,8.0,30.0,8.0,28.59,77.24,-9999.0,-9999.0,1.0,-9999.0,Lodhi Road
304425,2017.0,1.0,18.0,9.0,25.0,9.0,28.63409996,77.20050049,-9999.0,-9999.0,1.0,-9999.0,Mandir
304425,2017.0,1.0,18.0,9.0,25.0,9.0,28.637672,77.15714399999999,-9999.0,-9999.0,1.0,-9999.0,Pusa
304425,2017.0,1.0,18.0,9.0,25.0,9.0,28.65169907,77.15809631,-9999.0,-9999.0,1.0,-9999.0,Shadipur
304425,2017.0,1.0,18.0,9.0,25.0,9.0,28.66830063,77.11669922,-9999.0,-9999.0,1.0,-9999.0,Punjabi Bagh
304425,2017.0,1.0,18.0,9.0,25.0,9.0,28.56,77.094,-9999.0,-9999.0,1.0,-9999.0,IGI Airport
304425,2017.0,1.0,18.0,9.0,25.0,9.0,28.590999600000004,77.05000305,-9999.0,-9999.0,1.0,-9999.0,NSIT Dwarka
304425,2017.0,1.0,18.0,9.0,25.0,9.0,28.48,77.13,-9999.0,-9999.0,1.0,-9999.0,Aya Nagar
304425,2017.0,1.0,18.0,9.0,25.0,9.0,28.55,77.28,-9999.0,-9999.0,1.0,-9999.0,CRRI Mathura
304425,2017.0,1.0,18.0,9.0,25.0,9.0,28.56480026,77.17440033,-9999.0,-9999.0,1.0,-9999.0,R K Puram
304425,2017.0,1.0,18.0,9.0,25.0,9.0,28.54965,77.21215,-9999.0,-9999.0,1.0,-9999.0,Sirifort
304425,2017.0,1.0,18.0,9.0,25.0,9.0,28.63575935,77.22444916,-9999.0,-9999.0,1.0,-9999.0,US Diplomatic Post: New Delhi
304425,2017.0,1.0,18.0,9.0,25.0,9.0,28.62350082,77.24939728,-9999.0,-9999.0,1.0,-9999.0,ITO
304425,2017.0,1.0,18.0,9.0,25.0,9.0,28.59,77.24,-9999.0,-9999.0,1.0,-9999.0,Lodhi Road
304425,2017.0,6.0,15.0,9.0,0.0,8.0,28.63409996,77.20050049,-9999.0,0.3160000150091946,1.0,0.0,Mandir
304425,2017.0,6.0,15.0,9.0,0.0,8.0,28.637672,77.15714399999999,-9999.0,0.3160000150091946,1.0,0.0,Pusa
304425,2017.0,6.0,15.0,9.0,0.0,8.0,28.65169907,77.15809631,-9999.0,0.3160000150091946,1.0,0.0,Shadipur
304425,2017.0,6.0,15.0,9.0,0.0,8.0,28.66830063,77.11669922,-9999.0,0.3160000150091946,1.0,0.0,Punjabi Bagh
304425,2017.0,6.0,15.0,9.0,0.0,8.0,28.56,77.094,-9999.0,0.3160000150091946,1.0,0.0,IGI Airport
304425,2017.0,6.0,15.0,9.0,0.0,8.0,28.590999600000004,77.05000305,-9999.0,0.3160000150091946,1.0,0.0,NSIT Dwarka
304425,2017.0,6.0,15.0,9.0,0.0,8.0,28.48,77.13,-9999.0,0.3160000150091946,1.0,0.0,Aya Nagar
304425,2017.0,6.0,15.0,9.0,0.0,8.0,28.55,77.28,-9999.0,0.3160000150091946,1.0,0.0,CRRI Mathura
304425,2017.0,6.0,15.0,9.0,0.0,8.0,28.56480026,77.17440033,-9999.0,0.3160000150091946,1.0,0.0,R K Puram
304425,2017.0,6.0,15.0,9.0,0.0,8.0,28.54965,77.21215,-9999.0,0.3160000150091946,1.0,0.0,Sirifort
304425,2017.0,6.0,15.0,9.0,0.0,8.0,28.63575935,77.22444916,-9999.0,0.3160000150091946,1.0,0.0,US Diplomatic Post: New Delhi
304425,2017.0,6.0,15.0,9.0,0.0,8.0,28.62350082,77.24939728,-9999.0,0.3160000150091946,1.0,0.0,ITO
304425,2017.0,6.0,15.0,9.0,0.0,8.0,28.59,77.24,-9999.0,0.3160000150091946,1.0,0.0,Lodhi Road
57782,2017.0,6.0,3.0,8.0,36.0,6.0,28.63409996,77.20050049,0.5620000266935676,0.5620000266935676,1.0,3.0,Mandir
57783,2017.0,6.0,3.0,8.0,36.0,6.0,28.637672,77.15714399999999,0.5690000270260498,0.5690000270260498,1.0,3.0,Pusa
58234,2017.0,6.0,3.0,8.0,36.0,8.0,28.65169907,77.15809631,0.6440000305883586,0.6440000305883586,1.0,3.0,Shadipur
58685,2017.0,6.0,3.0,8.0,36.0,8.0,28.66830063,77.11669922,0.6410000304458663,0.6410000304458663,1.0,3.0,Punjabi Bagh
56882,2017.0,6.0,3.0,8.0,36.0,6.0,28.56,77.094,0.49400002346374094,0.49400002346374094,1.0,3.0,IGI Airport
56883,2017.0,6.0,3.0,8.0,36.0,6.0,28.590999600000004,77.05000305,0.7700000365730375,0.7700000365730375,1.0,3.0,NSIT Dwarka
55078,2017.0,6.0,3.0,8.0,36.0,3.0,28.48,77.13,0.6010000285459682,0.6010000285459682,1.0,3.0,Aya Nagar
56428,2017.0,6.0,3.0,8.0,36.0,5.0,28.55,77.28,-9999.0,0.7890000374754891,2.0,0.0,CRRI Mathura
56881,2017.0,6.0,3.0,8.0,36.0,6.0,28.56480026,77.17440033,0.7130000338656828,0.7130000338656828,1.0,3.0,R K Puram
56429,2017.0,6.0,3.0,8.0,36.0,5.0,28.54965,77.21215,0.7200000341981649,0.7200000341981649,1.0,3.0,Sirifort
57782,2017.0,6.0,3.0,8.0,36.0,6.0,28.63575935,77.22444916,0.5620000266935676,0.5620000266935676,1.0,3.0,US Diplomatic Post: New Delhi
57781,2017.0,6.0,3.0,8.0,36.0,6.0,28.62350082,77.24939728,-9999.0,-9999.0,1.0,-9999.0,ITO
56880,2017.0,6.0,3.0,8.0,36.0,6.0,28.59,77.24,0.7130000338656828,0.7130000338656828,1.0,3.0,Lodhi Road
36981,2017.0,5.0,20.0,6.0,45.0,45.0,28.63409996,77.20050049,-9999.0,-9999.0,1.0,-9999.0,Mandir
36981,2017.0,5.0,20.0,6.0,45.0,45.0,28.637672,77.15714399999999,-9999.0,-9999.0,1.0,-9999.0,Pusa
37883,2017.0,5.0,20.0,6.0,45.0,46.0,28.65169907,77.15809631,-9999.0,-9999.0,1.0,-9999.0,Shadipur
37883,2017.0,5.0,20.0,6.0,45.0,46.0,28.66830063,77.11669922,-9999.0,-9999.0,1.0,-9999.0,Punjabi Bagh
34726,2017.0,5.0,20.0,6.0,45.0,43.0,28.56,77.094,-9999.0,-9999.0,1.0,-9999.0,IGI Airport
36530,2017.0,5.0,20.0,6.0,45.0,45.0,28.590999600000004,77.05000305,-9999.0,-9999.0,1.0,-9999.0,NSIT Dwarka
33824,2017.0,5.0,20.0,6.0,45.0,42.0,28.48,77.13,-9999.0,-9999.0,1.0,-9999.0,Aya Nagar
34726,2017.0,5.0,20.0,6.0,45.0,43.0,28.55,77.28,-9999.0,-9999.0,1.0,-9999.0,CRRI Mathura
35628,2017.0,5.0,20.0,6.0,45.0,43.0,28.56480026,77.17440033,-9999.0,-9999.0,1.0,-9999.0,R K Puram
34726,2017.0,5.0,20.0,6.0,45.0,43.0,28.54965,77.21215,-9999.0,-9999.0,1.0,-9999.0,Sirifort
36981,2017.0,5.0,20.0,6.0,45.0,45.0,28.63575935,77.22444916,-9999.0,-9999.0,1.0,-9999.0,US Diplomatic Post: New Delhi
36079,2017.0,5.0,20.0,6.0,45.0,45.0,28.62350082,77.24939728,-9999.0,-9999.0,1.0,-9999.0,ITO
36530,2017.0,5.0,20.0,6.0,45.0,45.0,28.59,77.24,-9999.0,-9999.0,1.0,-9999.0,Lodhi Road
78,2017.0,2.0,4.0,8.0,30.0,10.0,28.63409996,77.20050049,-9999.0,-9999.0,1.0,-9999.0,Mandir
79,2017.0,2.0,4.0,8.0,30.0,10.0,28.637672,77.15714399999999,-9999.0,-9999.0,1.0,-9999.0,Pusa
79,2017.0,2.0,4.0,8.0,30.0,10.0,28.65169907,77.15809631,-9999.0,-9999.0,1.0,-9999.0,Shadipur
79,2017.0,2.0,4.0,8.0,30.0,10.0,28.66830063,77.11669922,-9999.0,-9999.0,1.0,-9999.0,Punjabi Bagh
80,2017.0,2.0,4.0,8.0,30.0,10.0,28.56,77.094,-9999.0,-9999.0,1.0,-9999.0,IGI Airport
81,2017.0,2.0,4.0,8.0,30.0,10.0,28.590999600000004,77.05000305,-9999.0,-9999.0,1.0,-9999.0,NSIT Dwarka
79,2017.0,2.0,4.0,8.0,30.0,10.0,28.48,77.13,-9999.0,-9999.0,1.0,-9999.0,Aya Nagar
76,2017.0,2.0,4.0,8.0,30.0,10.0,28.55,77.28,-9999.0,-9999.0,1.0,-9999.0,CRRI Mathura
78,2017.0,2.0,4.0,8.0,30.0,10.0,28.56480026,77.17440033,-9999.0,-9999.0,1.0,-9999.0,R K Puram
78,2017.0,2.0,4.0,8.0,30.0,10.0,28.54965,77.21215,-9999.0,-9999.0,1.0,-9999.0,Sirifort
77,2017.0,2.0,4.0,8.0,30.0,10.0,28.63575935,77.22444916,-9999.0,-9999.0,1.0,-9999.0,US Diplomatic Post: New Delhi
77,2017.0,2.0,4.0,8.0,30.0,10.0,28.62350082,77.24939728,-9999.0,-9999.0,1.0,-9999.0,ITO
77,2017.0,2.0,4.0,8.0,30.0,10.0,28.59,77.24,-9999.0,-9999.0,1.0,-9999.0,Lodhi Road
132515,2017.0,3.0,7.0,7.0,47.0,20.0,28.63409996,77.20050049,-9999.0,1.3770000654039904,1.0,0.0,Mandir
132515,2017.0,3.0,7.0,7.0,47.0,20.0,28.637672,77.15714399999999,-9999.0,1.3770000654039904,1.0,0.0,Pusa
132966,2017.0,3.0,7.0,7.0,47.0,20.0,28.65169907,77.15809631,-9999.0,-9999.0,1.0,-9999.0,Shadipur
132967,2017.0,3.0,7.0,7.0,47.0,20.0,28.66830063,77.11669922,-9999.0,-9999.0,1.0,-9999.0,Punjabi Bagh
131615,2017.0,3.0,7.0,7.0,47.0,19.0,28.56,77.094,-9999.0,-9999.0,1.0,-9999.0,IGI Airport
132067,2017.0,3.0,7.0,7.0,47.0,19.0,28.590999600000004,77.05000305,-9999.0,-9999.0,1.0,-9999.0,NSIT Dwarka
129811,2017.0,3.0,7.0,7.0,47.0,17.0,28.48,77.13,-9999.0,-9999.0,1.0,-9999.0,Aya Nagar
130710,2017.0,3.0,7.0,7.0,47.0,19.0,28.55,77.28,-9999.0,-9999.0,1.0,-9999.0,CRRI Mathura
131162,2017.0,3.0,7.0,7.0,47.0,19.0,28.56480026,77.17440033,-9999.0,1.3770000654039904,1.0,0.0,R K Puram
130711,2017.0,3.0,7.0,7.0,47.0,19.0,28.54965,77.21215,-9999.0,1.3270000630291179,1.0,0.0,Sirifort
132514,2017.0,3.0,7.0,7.0,47.0,20.0,28.63575935,77.22444916,-9999.0,-9999.0,1.0,-9999.0,US Diplomatic Post: New Delhi
132063,2017.0,3.0,7.0,7.0,47.0,19.0,28.62350082,77.24939728,-9999.0,-9999.0,2.0,-9999.0,ITO
131612,2017.0,3.0,7.0,7.0,47.0,19.0,28.59,77.24,-9999.0,1.2840000609867275,2.0,0.0,Lodhi Road
234520,2017.0,9.0,8.0,9.0,19.0,0.0,28.63409996,77.20050049,-9999.0,-9999.0,1.0,-9999.0,Mandir
234520,2017.0,9.0,8.0,9.0,19.0,0.0,28.637672,77.15714399999999,-9999.0,-9999.0,1.0,-9999.0,Pusa
234069,2017.0,9.0,8.0,9.0,19.0,0.0,28.65169907,77.15809631,-9999.0,-9999.0,1.0,-9999.0,Shadipur
234069,2017.0,9.0,8.0,9.0,19.0,0.0,28.66830063,77.11669922,-9999.0,-9999.0,1.0,-9999.0,Punjabi Bagh
233167,2017.0,9.0,8.0,9.0,18.0,59.0,28.56,77.094,-9999.0,-9999.0,1.0,-9999.0,IGI Airport
232716,2017.0,9.0,8.0,9.0,18.0,59.0,28.590999600000004,77.05000305,-9999.0,-9999.0,1.0,-9999.0,NSIT Dwarka
230912,2017.0,9.0,8.0,9.0,18.0,56.0,28.48,77.13,-9999.0,-9999.0,1.0,-9999.0,Aya Nagar
232265,2017.0,9.0,8.0,9.0,18.0,57.0,28.55,77.28,-9999.0,-9999.0,1.0,-9999.0,CRRI Mathura
233167,2017.0,9.0,8.0,9.0,18.0,59.0,28.56480026,77.17440033,-9999.0,-9999.0,1.0,-9999.0,R K Puram
232265,2017.0,9.0,8.0,9.0,18.0,57.0,28.54965,77.21215,-9999.0,-9999.0,1.0,-9999.0,Sirifort
234520,2017.0,9.0,8.0,9.0,19.0,0.0,28.63575935,77.22444916,-9999.0,-9999.0,1.0,-9999.0,US Diplomatic Post: New Delhi
233618,2017.0,9.0,8.0,9.0,18.0,59.0,28.62350082,77.24939728,-9999.0,-9999.0,1.0,-9999.0,ITO
232716,2017.0,9.0,8.0,9.0,18.0,59.0,28.59,77.24,-9999.0,-9999.0,1.0,-9999.0,Lodhi Road
869,2017.0,3.0,9.0,7.0,35.0,9.0,28.63409996,77.20050049,0.9540000453125685,0.9540000453125685,1.0,3.0,Mandir
1771,2017.0,3.0,9.0,7.0,35.0,11.0,28.637672,77.15714399999999,-9999.0,-9999.0,1.0,-9999.0,Pusa
1771,2017.0,3.0,9.0,7.0,35.0,11.0,28.65169907,77.15809631,-9999.0,-9999.0,1.0,-9999.0,Shadipur
1321,2017.0,3.0,9.0,7.0,35.0,9.0,28.66830063,77.11669922,-9999.0,-9999.0,1.0,-9999.0,Punjabi Bagh
419,2017.0,3.0,9.0,7.0,35.0,9.0,28.56,77.094,-9999.0,-9999.0,1.0,-9999.0,IGI Airport
871,2017.0,3.0,9.0,7.0,35.0,9.0,28.590999600000004,77.05000305,-9999.0,-9999.0,1.0,-9999.0,NSIT Dwarka
419,2017.0,3.0,9.0,7.0,35.0,9.0,28.48,77.13,-9999.0,-9999.0,1.0,-9999.0,Aya Nagar
417,2017.0,3.0,9.0,7.0,35.0,9.0,28.55,77.28,-9999.0,-9999.0,2.0,-9999.0,CRRI Mathura
419,2017.0,3.0,9.0,7.0,35.0,9.0,28.56480026,77.17440033,-9999.0,-9999.0,1.0,-9999.0,R K Puram
418,2017.0,3.0,9.0,7.0,35.0,9.0,28.54965,77.21215,-9999.0,-9999.0,1.0,-9999.0,Sirifort
869,2017.0,3.0,9.0,7.0,35.0,9.0,28.63575935,77.22444916,0.9540000453125685,0.9540000453125685,1.0,3.0,US Diplomatic Post: New Delhi
868,2017.0,3.0,9.0,7.0,35.0,9.0,28.62350082,77.24939728,-9999.0,-9999.0,2.0,-9999.0,ITO
418,2017.0,3.0,9.0,7.0,35.0,9.0,28.59,77.24,-9999.0,-9999.0,1.0,-9999.0,Lodhi Road
257074,2017.0,9.0,28.0,8.0,54.0,23.0,28.63409996,77.20050049,-9999.0,-9999.0,1.0,-9999.0,Mandir
257074,2017.0,9.0,28.0,8.0,54.0,23.0,28.637672,77.15714399999999,-9999.0,-9999.0,1.0,-9999.0,Pusa
257074,2017.0,9.0,28.0,8.0,54.0,23.0,28.65169907,77.15809631,-9999.0,-9999.0,1.0,-9999.0,Shadipur
256623,2017.0,9.0,28.0,8.0,54.0,23.0,28.66830063,77.11669922,-9999.0,-9999.0,1.0,-9999.0,Punjabi Bagh
255722,2017.0,9.0,28.0,8.0,54.0,21.0,28.56,77.094,0.4330000205663964,0.4330000205663964,1.0,3.0,IGI Airport
255271,2017.0,9.0,28.0,8.0,54.0,21.0,28.590999600000004,77.05000305,0.4190000199014321,0.4190000199014321,1.0,3.0,NSIT Dwarka
253466,2017.0,9.0,28.0,8.0,54.0,18.0,28.48,77.13,0.4350000206613913,0.4350000206613913,1.0,3.0,Aya Nagar
254818,2017.0,9.0,28.0,8.0,54.0,20.0,28.55,77.28,-9999.0,-9999.0,2.0,-9999.0,CRRI Mathura
255721,2017.0,9.0,28.0,8.0,54.0,21.0,28.56480026,77.17440033,0.4500000213738531,0.4500000213738531,1.0,3.0,R K Puram
254819,2017.0,9.0,28.0,8.0,54.0,20.0,28.54965,77.21215,0.4390000208513811,0.4390000208513811,1.0,3.0,Sirifort
257074,2017.0,9.0,28.0,8.0,54.0,23.0,28.63575935,77.22444916,-9999.0,-9999.0,1.0,-9999.0,US Diplomatic Post: New Delhi
256171,2017.0,9.0,28.0,8.0,54.0,21.0,28.62350082,77.24939728,-9999.0,-9999.0,1.0,-9999.0,ITO
255270,2017.0,9.0,28.0,8.0,54.0,21.0,28.59,77.24,0.4350000206613913,0.4350000206613913,1.0,3.0,Lodhi Road
256619,2017.0,5.0,3.0,9.0,19.0,22.0,28.63409996,77.20050049,-9999.0,-9999.0,1.0,-9999.0,Mandir
256619,2017.0,5.0,3.0,9.0,19.0,22.0,28.637672,77.15714399999999,-9999.0,-9999.0,1.0,-9999.0,Pusa
257521,2017.0,5.0,3.0,9.0,19.0,22.0,28.65169907,77.15809631,-9999.0,-9999.0,1.0,-9999.0,Shadipur
258423,2017.0,5.0,3.0,9.0,19.0,24.0,28.66830063,77.11669922,-9999.0,-9999.0,1.0,-9999.0,Punjabi Bagh
255266,2017.0,5.0,3.0,9.0,19.0,21.0,28.56,77.094,-9999.0,-9999.0,1.0,-9999.0,IGI Airport
