,Cloud_Fraction,AOD,Location,Date,PM25
1206,0.25400001206435263,0.6090000289259478,Mandir,2017-08-15,45.0
1207,0.25400001206435263,0.6090000289259478,Shadipur,2017-08-15,56.53833333333333
1208,0.25400001206435263,0.6090000289259478,ITO,2017-08-15,60.03125
1209,0.16700000793207434,0.6290000298758969,NSIT Dwarka,2017-08-15,70.62580645161287
1210,0.14200000674463809,0.6480000307783484,Mandir,2017-08-16,38.5
1211,0.14200000674463809,0.6480000307783484,NSIT Dwarka,2017-08-16,82.36551724137931
1212,0.08500000403728336,0.6230000295909122,US Diplomatic Post: New Delhi,2017-08-16,34.916666666666664
1213,0.14200000674463809,0.6480000307783484,R K Puram,2017-08-16,59.83333333333334
1214,0.14200000674463809,0.6480000307783484,ITO,2017-08-16,65.93478260869566
1215,0.14200000674463809,0.6480000307783484,Sirifort,2017-08-16,40.41666666666666
1216,0.08500000403728336,0.6230000295909122,Shadipur,2017-08-16,68.00416666666666
1217,0.08500000403728336,0.6230000295909122,Punjabi Bagh,2017-08-16,36.714285714285715
1218,0.2300000109244138,1.3690000650240108,R K Puram,2017-08-17,65.67857142857143
1219,0.5040000239387155,1.9530000927625224,Shadipur,2017-08-17,76.3297916666667
1220,0.6940000329632312,1.7390000825980678,ITO,2017-08-17,68.89247311827957
1221,0.2300000109244138,1.3690000650240108,Mandir,2017-08-17,40.185185185185176
1222,0.2300000109244138,1.3690000650240108,US Diplomatic Post: New Delhi,2017-08-17,36.54166666666666
1224,0.5670000269310549,0.9740000462625176,Sirifort,2017-08-17,40.4375
1225,0.3870000183815137,1.8830000894377008,Punjabi Bagh,2017-08-17,41.44827586206897
1226,0.1520000072196126,0.44300002104137093,Shadipur,2017-08-18,70.98479166666667
1227,0.36750001745531335,0.4115000195452012,R K Puram,2017-08-18,74.25
1228,0.1520000072196126,0.44300002104137093,US Diplomatic Post: New Delhi,2017-08-18,36.958333333333336
1229,0.12550000596093014,0.4500000213738531,Punjabi Bagh,2017-08-18,56.611111111111114
1230,0.2885000137030147,0.6245000296621585,ITO,2017-08-18,77.32608695652173
1231,0.1520000072196126,0.44300002104137093,Mandir,2017-08-18,49.19047619047619
1232,0.3585000170278363,0.4030000191414729,NSIT Dwarka,2017-08-18,48.02
1233,0.36750001745531335,0.4115000195452012,Sirifort,2017-08-18,43.41666666666666
1234,0.28400001348927617,0.2680000127293169,NSIT Dwarka,2017-08-22,59.46296296296296
1235,0.28400001348927617,0.2680000127293169,Shadipur,2017-08-22,36.14520833333333
1236,0.28400001348927617,0.2680000127293169,Punjabi Bagh,2017-08-22,50.375
1237,0.7740000367630273,0.5070000240812078,R K Puram,2017-08-23,45.26315789473684
1238,0.7740000367630273,0.5070000240812078,Sirifort,2017-08-23,33.2
1239,0.7020000333432108,0.2200000104494393,Mandir,2017-08-27,39.126436781609186
1240,0.7470000354805961,0.20600000978447494,NSIT Dwarka,2017-08-27,54.89270833333335
1242,0.7470000354805961,0.20600000978447494,R K Puram,2017-08-27,50.080459770114935
1243,0.7020000333432108,0.2200000104494393,Punjabi Bagh,2017-08-27,48.747126436781606
1244,0.7470000354805961,0.20600000978447494,ITO,2017-08-27,66.6195652173913
1245,0.7020000333432108,0.2200000104494393,Shadipur,2017-08-27,60.745625
1246,0.7470000354805961,0.20600000978447494,Sirifort,2017-08-27,35.166666666666664
1248,0.5640000267885625,0.3610000171465799,Mandir,2017-08-31,28.63414634146341
1249,0.6320000300183892,0.4280000203289092,NSIT Dwarka,2017-08-31,53.25402298850578
1250,0.6320000300183892,0.4280000203289092,Punjabi Bagh,2017-08-31,33.127272727272725
1252,0.5640000267885625,0.3610000171465799,Shadipur,2017-08-31,48.93229166666666
1253,0.5640000267885625,0.3610000171465799,R K Puram,2017-08-31,34.56
1254,0.5640000267885625,0.3610000171465799,ITO,2017-08-31,67.93548387096774
1255,0.4810000228462741,0.5400000256486237,NSIT Dwarka,2017-09-05,55.615116279069774
1257,0.49200002336874604,0.5830000276910141,ITO,2017-09-05,57.51063829787234
1258,0.4810000228462741,0.5400000256486237,Sirifort,2017-09-05,28.5
1259,0.49200002336874604,0.5830000276910141,Punjabi Bagh,2017-09-05,37.25609756097561
1260,0.49200002336874604,0.5830000276910141,Shadipur,2017-09-05,49.645624999999974
1261,0.49200002336874604,0.5830000276910141,Mandir,2017-09-05,23.675
1262,0.4810000228462741,0.5400000256486237,R K Puram,2017-09-05,35.19101123595506
1263,0.7950000377604738,0.7780000369530171,NSIT Dwarka,2017-09-06,65.73258426966295
1264,0.8050000382354483,0.3790000180015341,Sirifort,2017-09-08,79.0
1265,0.8050000382354483,0.3790000180015341,Punjabi Bagh,2017-09-08,60.14285714285714
1266,0.8050000382354483,0.3790000180015341,R K Puram,2017-09-08,67.53488372093024
1267,0.8050000382354483,0.3790000180015341,Shadipur,2017-09-08,70.77374999999998
1268,0.8050000382354483,0.3790000180015341,Mandir,2017-09-08,49.86666666666667
1269,0.8050000382354483,0.3790000180015341,US Diplomatic Post: New Delhi,2017-09-08,49.125
1270,0.8050000382354483,0.3790000180015341,ITO,2017-09-08,100.21348314606743
1271,0.5970000283559784,0.6670000316808,NSIT Dwarka,2017-09-08,66.8895348837209
1272,0.7520000357180834,0.06000000284984708,NSIT Dwarka,2017-09-09,79.3786516853933
1273,0.7520000357180834,0.06000000284984708,US Diplomatic Post: New Delhi,2017-09-09,53.54166666666666
1274,0.6955000330344774,0.3720000176690519,Shadipur,2017-09-09,79.30229166666666
1275,0.7520000357180834,0.06000000284984708,ITO,2017-09-09,83.24444444444444
1276,0.7520000357180834,0.06000000284984708,Mandir,2017-09-09,49.047619047619044
1277,0.7170000340556726,0.709000033675693,NSIT Dwarka,2017-09-10,73.73000000000003
1278,0.7170000340556726,0.709000033675693,Sirifort,2017-09-10,66.4
